event_id,action,score,chosen_action
EVT_00007164,HUMAN_ESCALATION,-999999.0,ALTERNATIVE_PAYMENT
EVT_00000677,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00000677,RECOVERY_REMINDER,0.65,RECOVERY_REMINDER
EVT_00000677,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00000677,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00007690,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00007690,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00007690,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00007690,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00005706,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00005706,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00005706,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00005706,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00008836,ALTERNATIVE_PAYMENT,0.58,ALTERNATIVE_PAYMENT
EVT_00008836,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00008836,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00008836,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00002728,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00002728,RECOVERY_REMINDER,0.75,RECOVERY_REMINDER
EVT_00002728,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00002728,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00005302,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00005302,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00005302,RETRY_LATER,0.15,ALTERNATIVE_PAYMENT
EVT_00005302,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00006349,ALTERNATIVE_PAYMENT,0.2,RETRY_LATER
EVT_00006349,RECOVERY_REMINDER,0.0,RETRY_LATER
EVT_00006349,RETRY_LATER,0.25,RETRY_LATER
EVT_00006349,HUMAN_ESCALATION,0.0,RETRY_LATER
EVT_00009780,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00009780,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00009780,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00009780,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00008008,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00008008,RECOVERY_REMINDER,0.6900000000000001,RECOVERY_REMINDER
EVT_00008008,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00008008,HUMAN_ESCALATION,0.12,RECOVERY_REMINDER
EVT_00001005,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00001005,RECOVERY_REMINDER,0.55,RECOVERY_REMINDER
EVT_00001005,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00001005,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00007118,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00007118,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00007118,RETRY_LATER,-0.1,ALTERNATIVE_PAYMENT
EVT_00007118,HUMAN_ESCALATION,0.1,ALTERNATIVE_PAYMENT
EVT_00003469,ALTERNATIVE_PAYMENT,0.58,ALTERNATIVE_PAYMENT
EVT_00003469,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00003469,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00003469,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00003218,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00003218,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00003218,RETRY_LATER,0.15,ALTERNATIVE_PAYMENT
EVT_00003218,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00006180,ALTERNATIVE_PAYMENT,0.58,ALTERNATIVE_PAYMENT
EVT_00006180,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00006180,RETRY_LATER,-0.1,ALTERNATIVE_PAYMENT
EVT_00006180,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00004050,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00004050,RECOVERY_REMINDER,0.29,RECOVERY_REMINDER
EVT_00004050,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00004050,HUMAN_ESCALATION,0.12,RECOVERY_REMINDER
EVT_00007684,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00007684,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00007684,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00007684,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00008653,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00008653,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00008653,RETRY_LATER,0.15,ALTERNATIVE_PAYMENT
EVT_00008653,HUMAN_ESCALATION,-0.2,ALTERNATIVE_PAYMENT
EVT_00008119,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00008119,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00008119,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00008119,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00007090,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00007090,RECOVERY_REMINDER,0.75,RECOVERY_REMINDER
EVT_00007090,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00007090,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00004081,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00004081,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00004081,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00004081,HUMAN_ESCALATION,-0.2,RECOVERY_REMINDER
EVT_00004666,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00004666,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00004666,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00004666,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00002396,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00002396,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00002396,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00002396,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00009261,ALTERNATIVE_PAYMENT,0.2,ALTERNATIVE_PAYMENT
EVT_00009261,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00009261,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00009261,HUMAN_ESCALATION,0.1,ALTERNATIVE_PAYMENT
EVT_00000780,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00000780,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00000780,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00000780,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00005348,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00005348,RECOVERY_REMINDER,0.04,ALTERNATIVE_PAYMENT
EVT_00005348,RETRY_LATER,-0.1,ALTERNATIVE_PAYMENT
EVT_00005348,HUMAN_ESCALATION,0.22,ALTERNATIVE_PAYMENT
EVT_00000611,ALTERNATIVE_PAYMENT,0.58,ALTERNATIVE_PAYMENT
EVT_00000611,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00000611,RETRY_LATER,-0.1,ALTERNATIVE_PAYMENT
EVT_00000611,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00009728,ALTERNATIVE_PAYMENT,0.2,RETRY_LATER
EVT_00009728,RECOVERY_REMINDER,0.0,RETRY_LATER
EVT_00009728,RETRY_LATER,0.25,RETRY_LATER
EVT_00009728,HUMAN_ESCALATION,0.0,RETRY_LATER
EVT_00009734,ALTERNATIVE_PAYMENT,0.58,ALTERNATIVE_PAYMENT
EVT_00009734,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00009734,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00009734,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00003112,ALTERNATIVE_PAYMENT,0.58,ALTERNATIVE_PAYMENT
EVT_00003112,RECOVERY_REMINDER,0.04,ALTERNATIVE_PAYMENT
EVT_00003112,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00003112,HUMAN_ESCALATION,0.12,ALTERNATIVE_PAYMENT
EVT_00006564,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00006564,RECOVERY_REMINDER,0.75,RECOVERY_REMINDER
EVT_00006564,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00006564,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00009492,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00009492,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00009492,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00009492,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00007334,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00007334,RECOVERY_REMINDER,0.75,RECOVERY_REMINDER
EVT_00007334,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00007334,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00009273,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00009273,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00009273,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00009273,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00008221,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00008221,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00008221,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00008221,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00003815,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00003815,RECOVERY_REMINDER,0.55,RECOVERY_REMINDER
EVT_00003815,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00003815,HUMAN_ESCALATION,-0.2,RECOVERY_REMINDER
EVT_00009258,ALTERNATIVE_PAYMENT,0.2,RETRY_LATER
EVT_00009258,RECOVERY_REMINDER,0.0,RETRY_LATER
EVT_00009258,RETRY_LATER,0.25,RETRY_LATER
EVT_00009258,HUMAN_ESCALATION,0.0,RETRY_LATER
EVT_00006760,ALTERNATIVE_PAYMENT,0.2,RETRY_LATER
EVT_00006760,RECOVERY_REMINDER,0.0,RETRY_LATER
EVT_00006760,RETRY_LATER,0.25,RETRY_LATER
EVT_00006760,HUMAN_ESCALATION,0.0,RETRY_LATER
EVT_00003124,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00003124,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00003124,RETRY_LATER,-0.1,ALTERNATIVE_PAYMENT
EVT_00003124,HUMAN_ESCALATION,0.1,ALTERNATIVE_PAYMENT
EVT_00007126,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00007126,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00007126,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00007126,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00002826,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00002826,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00002826,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00002826,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00001187,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00001187,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00001187,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00001187,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00009849,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00009849,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00009849,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00009849,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00005251,ALTERNATIVE_PAYMENT,0.2,RETRY_LATER
EVT_00005251,RECOVERY_REMINDER,0.0,RETRY_LATER
EVT_00005251,RETRY_LATER,0.25,RETRY_LATER
EVT_00005251,HUMAN_ESCALATION,0.0,RETRY_LATER
EVT_00007081,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00007081,RECOVERY_REMINDER,0.55,RECOVERY_REMINDER
EVT_00007081,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00007081,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00002916,ALTERNATIVE_PAYMENT,0.2,RETRY_LATER
EVT_00002916,RECOVERY_REMINDER,0.0,RETRY_LATER
EVT_00002916,RETRY_LATER,0.25,RETRY_LATER
EVT_00002916,HUMAN_ESCALATION,0.0,RETRY_LATER
EVT_00001434,ALTERNATIVE_PAYMENT,0.58,ALTERNATIVE_PAYMENT
EVT_00001434,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00001434,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00001434,HUMAN_ESCALATION,-999999.0,ALTERNATIVE_PAYMENT
EVT_00001807,ALTERNATIVE_PAYMENT,0.58,ALTERNATIVE_PAYMENT
EVT_00001807,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00001807,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00001807,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00000395,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00000395,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00000395,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00000395,HUMAN_ESCALATION,0.1,ALTERNATIVE_PAYMENT
EVT_00002869,ALTERNATIVE_PAYMENT,0.2,ALTERNATIVE_PAYMENT
EVT_00002869,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00002869,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00002869,HUMAN_ESCALATION,-0.1,ALTERNATIVE_PAYMENT
EVT_00000957,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00000957,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00000957,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00000957,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00002413,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00002413,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00002413,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00002413,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00006552,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00006552,RECOVERY_REMINDER,0.29,RECOVERY_REMINDER
EVT_00006552,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00006552,HUMAN_ESCALATION,0.12,RECOVERY_REMINDER
EVT_00003326,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00003326,RECOVERY_REMINDER,0.75,RECOVERY_REMINDER
EVT_00003326,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00003326,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00000139,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00000139,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00000139,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00000139,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00007137,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00007137,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00007137,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00007137,HUMAN_ESCALATION,0.1,ALTERNATIVE_PAYMENT
EVT_00000735,ALTERNATIVE_PAYMENT,0.28,ALTERNATIVE_PAYMENT
EVT_00000735,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00000735,RETRY_LATER,-999999.0,ALTERNATIVE_PAYMENT
EVT_00000735,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00002421,ALTERNATIVE_PAYMENT,0.2,RECOVERY_REMINDER
EVT_00002421,RECOVERY_REMINDER,0.25,RECOVERY_REMINDER
EVT_00002421,RETRY_LATER,-0.1,RECOVERY_REMINDER
EVT_00002421,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00000628,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00000628,RECOVERY_REMINDER,0.79,RECOVERY_REMINDER
EVT_00000628,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00000628,HUMAN_ESCALATION,0.12,RECOVERY_REMINDER
EVT_00001562,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER
EVT_00001562,RECOVERY_REMINDER,0.75,RECOVERY_REMINDER
EVT_00001562,RETRY_LATER,-0.2,RECOVERY_REMINDER
EVT_00001562,HUMAN_ESCALATION,0.0,RECOVERY_REMINDER
EVT_00002657,ALTERNATIVE_PAYMENT,0.5,ALTERNATIVE_PAYMENT
EVT_00002657,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT
EVT_00002657,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT
EVT_00002657,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT
EVT_00001276,ALTERNATIVE_PAYMENT,0.2,RETRY_LATER
EVT_00001276,RECOVERY_REMINDER,0.0,RETRY_LATER
