event_id,chosen_action,action,recovery_success,revenue_recovered,event_type,failure_type,amount,retry_count,oracle_action,oracle_success,oracle_revenue,correct_action,regret
EVT_00007126,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,3588.13,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,3588.13,0,ALTERNATIVE_PAYMENT,1,3588.13,True,0.0
EVT_00002826,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4030.65,PAYMENT_FAILURE,NETWORK_ERROR,4030.65,3,ALTERNATIVE_PAYMENT,1,4030.65,True,0.0
EVT_00001187,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2058.89,PAYMENT_FAILURE,PAYMENT_LIMIT,2058.89,1,ALTERNATIVE_PAYMENT,1,2058.89,True,0.0
EVT_00009849,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,11576.73,PAYMENT_FAILURE,PAYMENT_LIMIT,11576.73,1,ALTERNATIVE_PAYMENT,1,11576.73,True,0.0
EVT_00005251,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,NETWORK_ERROR,7645.82,1,RETRY_LATER,1,7645.82,False,7645.82
EVT_00007081,RECOVERY_REMINDER,RECOVERY_REMINDER,1,3453.48,CHECKOUT_ABANDONMENT,,3453.48,0,RETRY_LATER,1,3453.48,False,0.0
EVT_00002916,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,NETWORK_ERROR,2497.4,1,RETRY_LATER,1,2497.4,False,2497.4
EVT_00001434,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,221.55,3,RETRY_LATER,0,0.0,False,0.0
EVT_00001807,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,5258.78,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,5258.78,3,ALTERNATIVE_PAYMENT,1,5258.78,True,0.0
EVT_00000395,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,5246.71,PAYMENT_FAILURE,ISSUER_DECLINE,5246.71,3,ALTERNATIVE_PAYMENT,1,5246.71,True,0.0
EVT_00002869,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,834.73,PAYMENT_FAILURE,ISSUER_DECLINE,834.73,0,RETRY_LATER,1,834.73,False,0.0
EVT_00000957,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,5237.01,PAYMENT_FAILURE,PAYMENT_LIMIT,5237.01,0,ALTERNATIVE_PAYMENT,1,5237.01,True,0.0
EVT_00002413,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,1656.78,0,RETRY_LATER,1,1656.78,False,1656.78
EVT_00006552,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,20570.36,SUBSCRIPTION_FAILURE,,20570.36,0,RETRY_LATER,1,20570.36,False,0.0
EVT_00003326,RECOVERY_REMINDER,RECOVERY_REMINDER,1,2308.07,CHECKOUT_ABANDONMENT,,2308.07,0,ALTERNATIVE_PAYMENT,1,2308.07,False,0.0
EVT_00000139,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,7210.91,SUBSCRIPTION_FAILURE,,7210.91,0,ALTERNATIVE_PAYMENT,1,7210.91,True,0.0
EVT_00007137,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,1530.19,3,RETRY_LATER,0,0.0,False,0.0
EVT_00000735,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,4699.11,3,HUMAN_ESCALATION,1,4699.11,False,4699.11
EVT_00002421,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,4874.13,0,RETRY_LATER,0,0.0,False,0.0
EVT_00000628,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,CHECKOUT_ABANDONMENT,,18101.16,0,ALTERNATIVE_PAYMENT,1,18101.16,False,18101.16
EVT_00001562,RECOVERY_REMINDER,RECOVERY_REMINDER,1,2698.95,CHECKOUT_ABANDONMENT,,2698.95,0,RETRY_LATER,1,2698.95,False,0.0
EVT_00002657,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,PAYMENT_LIMIT,3192.96,1,RECOVERY_REMINDER,1,3192.96,False,3192.96
EVT_00001276,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,8327.91,PAYMENT_FAILURE,NETWORK_ERROR,8327.91,0,ALTERNATIVE_PAYMENT,1,8327.91,True,0.0
EVT_00001104,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,12997.43,PAYMENT_FAILURE,TIMEOUT,12997.43,0,ALTERNATIVE_PAYMENT,1,12997.43,True,0.0
EVT_00007622,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,NETWORK_ERROR,7981.91,3,RETRY_LATER,0,0.0,False,0.0
EVT_00008513,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,9175.85,0,RETRY_LATER,1,9175.85,False,9175.85
EVT_00000231,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,SUBSCRIPTION_FAILURE,,3151.44,0,RETRY_LATER,0,0.0,False,0.0
EVT_00004021,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,6418.96,0,RETRY_LATER,1,6418.96,False,6418.96
EVT_00006433,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,1608.42,0,RETRY_LATER,1,1608.42,False,1608.42
EVT_00008419,RECOVERY_REMINDER,RECOVERY_REMINDER,1,1839.74,CHECKOUT_ABANDONMENT,,1839.74,0,ALTERNATIVE_PAYMENT,1,1839.74,False,0.0
EVT_00009684,RECOVERY_REMINDER,RECOVERY_REMINDER,1,6353.31,CHECKOUT_ABANDONMENT,,6353.31,0,ALTERNATIVE_PAYMENT,1,6353.31,False,0.0
EVT_00008336,RECOVERY_REMINDER,RECOVERY_REMINDER,1,6488.1,CHECKOUT_ABANDONMENT,,6488.1,0,RETRY_LATER,1,6488.1,False,0.0
EVT_00001657,RECOVERY_REMINDER,RECOVERY_REMINDER,1,8115.98,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,8115.98,2,RECOVERY_REMINDER,1,8115.98,True,0.0
EVT_00003348,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,TIMEOUT,14993.71,2,RETRY_LATER,1,14993.71,False,14993.71
EVT_00009312,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,5855.63,3,RETRY_LATER,0,0.0,False,0.0
EVT_00003816,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4385.37,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4385.37,0,RETRY_LATER,1,4385.37,False,0.0
EVT_00008943,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,26533.23,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,26533.23,0,ALTERNATIVE_PAYMENT,1,26533.23,True,0.0
EVT_00002204,RECOVERY_REMINDER,RECOVERY_REMINDER,1,63873.75,CHECKOUT_ABANDONMENT,,63873.75,0,RETRY_LATER,1,63873.75,False,0.0
EVT_00001745,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,SUBSCRIPTION_FAILURE,,3483.93,0,HUMAN_ESCALATION,1,3483.93,False,3483.93
EVT_00008725,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1809.23,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,1809.23,3,ALTERNATIVE_PAYMENT,1,1809.23,True,0.0
EVT_00006827,RECOVERY_REMINDER,RECOVERY_REMINDER,1,3535.21,CHECKOUT_ABANDONMENT,,3535.21,0,ALTERNATIVE_PAYMENT,1,3535.21,False,0.0
EVT_00002436,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4167.77,2,RETRY_LATER,1,4167.77,False,4167.77
EVT_00001246,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,19491.24,1,RECOVERY_REMINDER,1,19491.24,False,19491.24
EVT_00005193,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2458.48,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,2458.48,0,ALTERNATIVE_PAYMENT,1,2458.48,True,0.0
EVT_00009368,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,9838.8,0,ALTERNATIVE_PAYMENT,1,9838.8,False,9838.8
EVT_00005566,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,2818.35,0,ALTERNATIVE_PAYMENT,1,2818.35,False,2818.35
EVT_00004273,RECOVERY_REMINDER,RECOVERY_REMINDER,1,3411.84,CHECKOUT_ABANDONMENT,,3411.84,0,ALTERNATIVE_PAYMENT,1,3411.84,False,0.0
EVT_00003942,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,14049.02,3,HUMAN_ESCALATION,1,14049.02,False,14049.02
EVT_00004169,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,5320.3,SUBSCRIPTION_FAILURE,,5320.3,0,RETRY_LATER,1,5320.3,False,0.0
EVT_00001301,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4594.72,SUBSCRIPTION_FAILURE,,4594.72,0,ALTERNATIVE_PAYMENT,1,4594.72,True,0.0
EVT_00007608,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,8937.95,1,RECOVERY_REMINDER,1,8937.95,False,8937.95
EVT_00001224,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,PAYMENT_LIMIT,12819.78,0,HUMAN_ESCALATION,1,12819.78,False,12819.78
EVT_00002949,RECOVERY_REMINDER,RECOVERY_REMINDER,1,8763.56,CHECKOUT_ABANDONMENT,,8763.56,0,RETRY_LATER,1,8763.56,False,0.0
EVT_00004513,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,3118.45,PAYMENT_FAILURE,NETWORK_ERROR,3118.45,2,ALTERNATIVE_PAYMENT,1,3118.45,True,0.0
EVT_00009203,RECOVERY_REMINDER,RECOVERY_REMINDER,1,19512.96,PAYMENT_FAILURE,TIMEOUT,19512.96,0,RETRY_LATER,1,19512.96,False,0.0
EVT_00006683,RECOVERY_REMINDER,RECOVERY_REMINDER,1,8943.94,SUBSCRIPTION_FAILURE,,8943.94,0,RECOVERY_REMINDER,1,8943.94,True,0.0
EVT_00009975,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,823.1,1,RETRY_LATER,1,823.1,False,823.1
EVT_00009545,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1163.55,PAYMENT_FAILURE,NETWORK_ERROR,1163.55,1,RETRY_LATER,1,1163.55,False,0.0
EVT_00003866,RECOVERY_REMINDER,RECOVERY_REMINDER,1,5278.17,CHECKOUT_ABANDONMENT,,5278.17,0,RETRY_LATER,1,5278.17,False,0.0
EVT_00002687,RECOVERY_REMINDER,RECOVERY_REMINDER,1,16435.23,CHECKOUT_ABANDONMENT,,16435.23,0,ALTERNATIVE_PAYMENT,1,16435.23,False,0.0
EVT_00007606,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,5608.32,PAYMENT_FAILURE,TIMEOUT,5608.32,0,RETRY_LATER,1,5608.32,False,0.0
EVT_00002483,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,22571.35,2,ALTERNATIVE_PAYMENT,1,22571.35,False,22571.35
EVT_00003455,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4825.99,PAYMENT_FAILURE,TIMEOUT,4825.99,2,ALTERNATIVE_PAYMENT,1,4825.99,True,0.0
EVT_00007741,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,542.55,2,RETRY_LATER,0,0.0,False,0.0
EVT_00008814,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,1361.52,2,RETRY_LATER,0,0.0,False,0.0
EVT_00001660,RECOVERY_REMINDER,RECOVERY_REMINDER,1,12556.54,CHECKOUT_ABANDONMENT,,12556.54,0,RETRY_LATER,1,12556.54,False,0.0
EVT_00001204,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,22781.37,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,22781.37,3,ALTERNATIVE_PAYMENT,1,22781.37,True,0.0
EVT_00009710,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,5637.9,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,5637.9,3,ALTERNATIVE_PAYMENT,1,5637.9,True,0.0
EVT_00004491,RECOVERY_REMINDER,RECOVERY_REMINDER,1,7513.54,CHECKOUT_ABANDONMENT,,7513.54,0,RETRY_LATER,1,7513.54,False,0.0
EVT_00008478,RECOVERY_REMINDER,RECOVERY_REMINDER,1,4076.44,CHECKOUT_ABANDONMENT,,4076.44,0,RETRY_LATER,1,4076.44,False,0.0
EVT_00002685,RECOVERY_REMINDER,RECOVERY_REMINDER,1,13393.48,CHECKOUT_ABANDONMENT,,13393.48,0,ALTERNATIVE_PAYMENT,1,13393.48,False,0.0
