event_id,event_type,failure_type,payment_method,retry_count,customer_id,merchant_id,amount,v2_action,oracle_action,oracle_recovered,v2_recovered,regret,correct_action,value_band
EVT_00073291,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,3,CUS_001073,MER_00098,4444.53,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00004024,SUBSCRIPTION_FAILURE,,CARD,0,CUS_000424,MER_00024,13595.63,ALTERNATIVE_PAYMENT,RECOVERY_REMINDER,13595.63,0.0,13595.63,False,₹10K–₹25K
EVT_00074370,CHECKOUT_ABANDONMENT,,WALLET,0,CUS_000961,MER_00093,22738.92,,ALTERNATIVE_PAYMENT,22738.92,0.0,22738.92,False,₹10K–₹25K
EVT_00058621,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,CUS_001467,MER_00193,725.3,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,<=₹2K
EVT_00086298,SUBSCRIPTION_FAILURE,,UPI,0,CUS_000894,MER_00155,3610.72,,ALTERNATIVE_PAYMENT,3610.72,0.0,3610.72,False,₹2K–₹5K
EVT_00087594,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001673,MER_00152,7434.38,,RECOVERY_REMINDER,7434.38,0.0,7434.38,False,₹5K–₹10K
EVT_00064856,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,3,CUS_000193,MER_00117,9902.83,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00018602,PAYMENT_FAILURE,PAYMENT_LIMIT,NETBANKING,0,CUS_000841,MER_00181,6250.28,,ALTERNATIVE_PAYMENT,6250.28,0.0,6250.28,False,₹5K–₹10K
EVT_00003865,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,2,CUS_001623,MER_00126,931.63,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,0.0,6491.88,-6491.88,False,<=₹2K
EVT_00097987,PAYMENT_FAILURE,NETWORK_ERROR,UPI,0,CUS_001982,MER_00121,4762.34,,ALTERNATIVE_PAYMENT,4762.34,0.0,4762.34,False,₹2K–₹5K
EVT_00071521,PAYMENT_FAILURE,TIMEOUT,CARD,3,CUS_000299,MER_00172,5233.61,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00012787,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,CUS_001335,MER_00126,1623.8,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,<=₹2K
EVT_00022018,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,1,CUS_000038,MER_00152,27818.1,,ALTERNATIVE_PAYMENT,27818.1,0.0,27818.1,False,>₹25K
EVT_00012095,SUBSCRIPTION_FAILURE,,UPI,0,CUS_000219,MER_00108,14756.55,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹10K–₹25K
EVT_00049332,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,CARD,0,CUS_000632,MER_00162,2247.22,,RETRY_LATER,2247.22,0.0,2247.22,False,₹2K–₹5K
EVT_00009962,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_001763,MER_00011,1741.91,RECOVERY_REMINDER,RECOVERY_REMINDER,1741.91,3661.72,-1919.8099999999997,True,<=₹2K
EVT_00089298,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000778,MER_00029,2699.07,,RECOVERY_REMINDER,2699.07,0.0,2699.07,False,₹2K–₹5K
EVT_00017225,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,CUS_000270,MER_00003,5945.83,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00077952,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,CUS_001084,MER_00034,7208.68,,ALTERNATIVE_PAYMENT,7208.68,0.0,7208.68,False,₹5K–₹10K
EVT_00076406,PAYMENT_FAILURE,NETWORK_ERROR,UPI,1,CUS_000348,MER_00137,1795.47,,RECOVERY_REMINDER,1795.47,0.0,1795.47,False,<=₹2K
EVT_00003067,SUBSCRIPTION_FAILURE,,UPI,0,CUS_000954,MER_00191,9465.96,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,9465.96,4028.92,5437.039999999999,True,₹5K–₹10K
EVT_00060668,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,0,CUS_000327,MER_00073,8061.23,,RETRY_LATER,8061.23,0.0,8061.23,False,₹5K–₹10K
EVT_00025472,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,3,CUS_001043,MER_00147,4371.28,,ALTERNATIVE_PAYMENT,4371.28,0.0,4371.28,False,₹2K–₹5K
EVT_00099867,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,CUS_001490,MER_00125,2755.66,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00086170,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001447,MER_00173,1494.39,,ALTERNATIVE_PAYMENT,1494.39,0.0,1494.39,False,<=₹2K
EVT_00042633,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000129,MER_00078,7467.14,,ALTERNATIVE_PAYMENT,7467.14,0.0,7467.14,False,₹5K–₹10K
EVT_00064731,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,WALLET,3,CUS_000554,MER_00049,3696.5,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00076247,PAYMENT_FAILURE,TIMEOUT,CARD,0,CUS_000991,MER_00007,1991.65,,RETRY_LATER,1991.65,0.0,1991.65,False,<=₹2K
EVT_00079693,PAYMENT_FAILURE,NETWORK_ERROR,CARD,0,CUS_000673,MER_00096,2510.6,,ALTERNATIVE_PAYMENT,2510.6,0.0,2510.6,False,₹2K–₹5K
EVT_00060643,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,3,CUS_000861,MER_00036,3177.21,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00069029,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,0,CUS_000538,MER_00198,5553.89,,ALTERNATIVE_PAYMENT,5553.89,0.0,5553.89,False,₹5K–₹10K
EVT_00034116,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_000963,MER_00149,4388.76,,ALTERNATIVE_PAYMENT,4388.76,0.0,4388.76,False,₹2K–₹5K
EVT_00068564,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000430,MER_00019,2571.05,,RETRY_LATER,2571.05,0.0,2571.05,False,₹2K–₹5K
EVT_00086425,SUBSCRIPTION_FAILURE,,NETBANKING,0,CUS_000818,MER_00079,8525.58,,ALTERNATIVE_PAYMENT,8525.58,0.0,8525.58,False,₹5K–₹10K
EVT_00039075,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,3,CUS_001692,MER_00029,7355.04,,HUMAN_ESCALATION,7355.04,0.0,7355.04,False,₹5K–₹10K
EVT_00053769,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000156,MER_00067,5062.11,,ALTERNATIVE_PAYMENT,5062.11,0.0,5062.11,False,₹5K–₹10K
EVT_00040783,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,1,CUS_001679,MER_00178,3462.13,,RETRY_LATER,3462.13,0.0,3462.13,False,₹2K–₹5K
EVT_00038132,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,0,CUS_000689,MER_00191,6253.16,,ALTERNATIVE_PAYMENT,6253.16,0.0,6253.16,False,₹5K–₹10K
EVT_00092146,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,NETBANKING,2,CUS_001163,MER_00001,2524.26,,ALTERNATIVE_PAYMENT,2524.26,0.0,2524.26,False,₹2K–₹5K
EVT_00065843,PAYMENT_FAILURE,NETWORK_ERROR,UPI,2,CUS_001933,MER_00099,2631.45,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00069195,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000945,MER_00200,2745.91,,RECOVERY_REMINDER,2745.91,0.0,2745.91,False,₹2K–₹5K
EVT_00095891,PAYMENT_FAILURE,NETWORK_ERROR,NETBANKING,3,CUS_001049,MER_00025,1690.28,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,<=₹2K
EVT_00092936,SUBSCRIPTION_FAILURE,,WALLET,0,CUS_000016,MER_00067,1677.29,,ALTERNATIVE_PAYMENT,1677.29,0.0,1677.29,False,<=₹2K
EVT_00017079,PAYMENT_FAILURE,TIMEOUT,CARD,3,CUS_001535,MER_00102,20575.11,,HUMAN_ESCALATION,20575.11,0.0,20575.11,False,₹10K–₹25K
EVT_00051841,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001986,MER_00118,16480.78,,ALTERNATIVE_PAYMENT,16480.78,0.0,16480.78,False,₹10K–₹25K
EVT_00067052,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000917,MER_00172,1454.2,,ALTERNATIVE_PAYMENT,1454.2,0.0,1454.2,False,<=₹2K
EVT_00082398,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000626,MER_00020,3217.14,,RECOVERY_REMINDER,3217.14,0.0,3217.14,False,₹2K–₹5K
EVT_00071902,PAYMENT_FAILURE,NETWORK_ERROR,CARD,0,CUS_000276,MER_00143,10625.24,,ALTERNATIVE_PAYMENT,10625.24,0.0,10625.24,False,₹10K–₹25K
EVT_00083589,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,1,CUS_001842,MER_00169,4758.04,,ALTERNATIVE_PAYMENT,4758.04,0.0,4758.04,False,₹2K–₹5K
EVT_00055299,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001147,MER_00149,4313.65,,ALTERNATIVE_PAYMENT,4313.65,0.0,4313.65,False,₹2K–₹5K
EVT_00009928,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,0,CUS_000390,MER_00049,3413.07,ALTERNATIVE_PAYMENT,RECOVERY_REMINDER,3413.07,0.0,3413.07,False,₹2K–₹5K
EVT_00095130,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,2,CUS_000208,MER_00123,4202.71,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00059991,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,2,CUS_000143,MER_00087,5689.08,,ALTERNATIVE_PAYMENT,5689.08,0.0,5689.08,False,₹5K–₹10K
EVT_00000399,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,2,CUS_000181,MER_00035,3827.7,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,0.0,3885.6,-3885.6,False,₹2K–₹5K
EVT_00036979,PAYMENT_FAILURE,PAYMENT_LIMIT,CARD,0,CUS_000716,MER_00111,3360.81,,RETRY_LATER,3360.81,0.0,3360.81,False,₹2K–₹5K
EVT_00002075,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001358,MER_00090,1111.05,RECOVERY_REMINDER,RECOVERY_REMINDER,1111.05,3091.27,-1980.22,True,<=₹2K
EVT_00096035,PAYMENT_FAILURE,TIMEOUT,UPI,3,CUS_001772,MER_00058,53296.56,,ALTERNATIVE_PAYMENT,53296.56,0.0,53296.56,False,>₹25K
EVT_00016518,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,CUS_000973,MER_00020,3167.47,,ALTERNATIVE_PAYMENT,3167.47,0.0,3167.47,False,₹2K–₹5K
EVT_00043249,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000631,MER_00017,3222.12,,ALTERNATIVE_PAYMENT,3222.12,0.0,3222.12,False,₹2K–₹5K
EVT_00033498,PAYMENT_FAILURE,TIMEOUT,NETBANKING,0,CUS_001007,MER_00140,1750.71,,ALTERNATIVE_PAYMENT,1750.71,0.0,1750.71,False,<=₹2K
EVT_00087125,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,2,CUS_001871,MER_00192,1547.16,,RECOVERY_REMINDER,1547.16,0.0,1547.16,False,<=₹2K
EVT_00013232,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,2,CUS_000201,MER_00181,4331.65,,RECOVERY_REMINDER,4331.65,0.0,4331.65,False,₹2K–₹5K
EVT_00048549,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,1,CUS_000888,MER_00037,14189.85,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹10K–₹25K
EVT_00000254,SUBSCRIPTION_FAILURE,,CARD,0,CUS_000349,MER_00108,7276.07,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0.0,1302.17,-1302.17,True,₹5K–₹10K
EVT_00081946,CHECKOUT_ABANDONMENT,,WALLET,0,CUS_000537,MER_00097,6638.57,,ALTERNATIVE_PAYMENT,6638.57,0.0,6638.57,False,₹5K–₹10K
EVT_00061879,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,NETBANKING,3,CUS_000932,MER_00019,7650.93,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00099247,SUBSCRIPTION_FAILURE,,CARD,0,CUS_001338,MER_00006,15680.82,,ALTERNATIVE_PAYMENT,15680.82,0.0,15680.82,False,₹10K–₹25K
EVT_00033989,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,CUS_001965,MER_00039,1323.97,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,<=₹2K
EVT_00098829,PAYMENT_FAILURE,TIMEOUT,CARD,1,CUS_000998,MER_00069,3393.21,,RETRY_LATER,3393.21,0.0,3393.21,False,₹2K–₹5K
EVT_00017005,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,NETBANKING,0,CUS_000368,MER_00066,6779.54,,ALTERNATIVE_PAYMENT,6779.54,0.0,6779.54,False,₹5K–₹10K
EVT_00082320,PAYMENT_FAILURE,TIMEOUT,CARD,3,CUS_001858,MER_00073,952.19,,ALTERNATIVE_PAYMENT,952.19,0.0,952.19,False,<=₹2K
EVT_00059113,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000338,MER_00026,23481.18,,ALTERNATIVE_PAYMENT,23481.18,0.0,23481.18,False,₹10K–₹25K
EVT_00040473,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,1,CUS_000752,MER_00152,9287.9,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00064827,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000323,MER_00016,8226.28,,ALTERNATIVE_PAYMENT,8226.28,0.0,8226.28,False,₹5K–₹10K
EVT_00085136,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_000756,MER_00186,3631.87,,ALTERNATIVE_PAYMENT,3631.87,0.0,3631.87,False,₹2K–₹5K
EVT_00019281,PAYMENT_FAILURE,TIMEOUT,UPI,1,CUS_000454,MER_00094,1134.09,,ALTERNATIVE_PAYMENT,1134.09,0.0,1134.09,False,<=₹2K
EVT_00046328,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_000646,MER_00005,9322.02,,ALTERNATIVE_PAYMENT,9322.02,0.0,9322.02,False,₹5K–₹10K
EVT_00083167,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001989,MER_00145,7826.75,,ALTERNATIVE_PAYMENT,7826.75,0.0,7826.75,False,₹5K–₹10K
EVT_00019985,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,CUS_001382,MER_00136,4882.99,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00044997,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000036,MER_00174,4021.78,,ALTERNATIVE_PAYMENT,4021.78,0.0,4021.78,False,₹2K–₹5K
EVT_00009450,PAYMENT_FAILURE,NETWORK_ERROR,UPI,1,CUS_000917,MER_00104,4371.71,RETRY_LATER,ALTERNATIVE_PAYMENT,4371.71,0.0,4371.71,False,₹2K–₹5K
EVT_00054867,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001200,MER_00171,34825.96,,ALTERNATIVE_PAYMENT,34825.96,0.0,34825.96,False,>₹25K
EVT_00080608,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,2,CUS_001094,MER_00146,9188.75,,RECOVERY_REMINDER,9188.75,0.0,9188.75,False,₹5K–₹10K
EVT_00038419,CHECKOUT_ABANDONMENT,,WALLET,0,CUS_000778,MER_00173,2141.03,,ALTERNATIVE_PAYMENT,2141.03,0.0,2141.03,False,₹2K–₹5K
EVT_00047220,SUBSCRIPTION_FAILURE,,UPI,0,CUS_000687,MER_00096,1270.4,,RETRY_LATER,1270.4,0.0,1270.4,False,<=₹2K
EVT_00031817,SUBSCRIPTION_FAILURE,,UPI,0,CUS_001586,MER_00184,9670.58,,RECOVERY_REMINDER,9670.58,0.0,9670.58,False,₹5K–₹10K
EVT_00011953,PAYMENT_FAILURE,TIMEOUT,UPI,2,CUS_000050,MER_00085,3300.77,,RETRY_LATER,3300.77,0.0,3300.77,False,₹2K–₹5K
EVT_00095757,SUBSCRIPTION_FAILURE,,UPI,0,CUS_001799,MER_00149,3904.03,,RECOVERY_REMINDER,3904.03,0.0,3904.03,False,₹2K–₹5K
EVT_00005391,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,1,CUS_000529,MER_00134,2815.75,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,2815.75,0.0,2815.75,False,₹2K–₹5K
EVT_00092236,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000352,MER_00123,4303.24,,ALTERNATIVE_PAYMENT,4303.24,0.0,4303.24,False,₹2K–₹5K
EVT_00008593,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,CARD,1,CUS_000703,MER_00087,1237.05,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1237.05,7685.61,-6448.5599999999995,True,<=₹2K
EVT_00047325,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,2,CUS_001266,MER_00164,4246.59,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00004721,PAYMENT_FAILURE,NETWORK_ERROR,NETBANKING,3,CUS_000809,MER_00138,10747.6,RETRY_LATER,ALTERNATIVE_PAYMENT,10747.6,770.21,9977.39,False,₹10K–₹25K
EVT_00083157,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,1,CUS_000946,MER_00153,2140.03,,RECOVERY_REMINDER,2140.03,0.0,2140.03,False,₹2K–₹5K
EVT_00038548,PAYMENT_FAILURE,TIMEOUT,UPI,1,CUS_000222,MER_00080,2453.32,,ALTERNATIVE_PAYMENT,2453.32,0.0,2453.32,False,₹2K–₹5K
EVT_00010169,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,0,CUS_000335,MER_00087,2588.85,,RECOVERY_REMINDER,2588.85,0.0,2588.85,False,₹2K–₹5K
EVT_00063346,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,0,CUS_000921,MER_00106,3125.62,,HUMAN_ESCALATION,3125.62,0.0,3125.62,False,₹2K–₹5K
EVT_00031744,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,CARD,1,CUS_000423,MER_00131,4074.62,,ALTERNATIVE_PAYMENT,4074.62,0.0,4074.62,False,₹2K–₹5K
EVT_00027181,PAYMENT_FAILURE,TIMEOUT,CARD,3,CUS_001067,MER_00088,1226.99,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,<=₹2K
EVT_00041981,SUBSCRIPTION_FAILURE,,NETBANKING,0,CUS_001847,MER_00050,29605.1,,HUMAN_ESCALATION,29605.1,0.0,29605.1,False,>₹25K
EVT_00029902,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,0,CUS_001314,MER_00020,6923.65,,RECOVERY_REMINDER,6923.65,0.0,6923.65,False,₹5K–₹10K
EVT_00060460,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,2,CUS_001958,MER_00010,4192.61,,ALTERNATIVE_PAYMENT,4192.61,0.0,4192.61,False,₹2K–₹5K
EVT_00032165,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,3,CUS_000948,MER_00104,20343.5,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹10K–₹25K
EVT_00085990,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,CUS_000630,MER_00130,3166.36,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00036660,SUBSCRIPTION_FAILURE,,CARD,0,CUS_000327,MER_00051,5054.1,,ALTERNATIVE_PAYMENT,5054.1,0.0,5054.1,False,₹5K–₹10K
EVT_00003388,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001524,MER_00008,10267.46,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,10267.46,0.0,10267.46,False,₹10K–₹25K
EVT_00076285,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001501,MER_00101,548.98,,ALTERNATIVE_PAYMENT,548.98,0.0,548.98,False,<=₹2K
EVT_00003177,SUBSCRIPTION_FAILURE,,UPI,0,CUS_000508,MER_00083,9607.09,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,9607.09,0.0,9607.09,False,₹5K–₹10K
EVT_00029732,PAYMENT_FAILURE,NETWORK_ERROR,CARD,2,CUS_000547,MER_00067,2564.21,,ALTERNATIVE_PAYMENT,2564.21,0.0,2564.21,False,₹2K–₹5K
EVT_00002225,PAYMENT_FAILURE,TIMEOUT,CARD,2,CUS_000348,MER_00133,1749.49,ALTERNATIVE_PAYMENT,RETRY_LATER,1749.49,4869.28,-3119.79,False,<=₹2K
EVT_00025361,PAYMENT_FAILURE,TIMEOUT,UPI,1,CUS_000728,MER_00007,8937.3,,RECOVERY_REMINDER,8937.3,0.0,8937.3,False,₹5K–₹10K
EVT_00003136,SUBSCRIPTION_FAILURE,,NETBANKING,0,CUS_001889,MER_00191,1401.97,RECOVERY_REMINDER,RECOVERY_REMINDER,1401.97,0.0,1401.97,True,<=₹2K
EVT_00005412,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,1,CUS_000329,MER_00128,14244.16,RECOVERY_REMINDER,RETRY_LATER,14244.16,1875.16,12369.0,False,₹10K–₹25K
EVT_00050788,SUBSCRIPTION_FAILURE,,CARD,0,CUS_000312,MER_00085,11210.81,,ALTERNATIVE_PAYMENT,11210.81,0.0,11210.81,False,₹10K–₹25K
EVT_00092082,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,1,CUS_000056,MER_00055,11124.98,,ALTERNATIVE_PAYMENT,11124.98,0.0,11124.98,False,₹10K–₹25K
EVT_00007473,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,2,CUS_000926,MER_00105,22020.05,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,22020.05,0.0,22020.05,False,₹10K–₹25K
EVT_00021725,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000930,MER_00103,34901.68,,ALTERNATIVE_PAYMENT,34901.68,0.0,34901.68,False,>₹25K
EVT_00052077,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,2,CUS_000456,MER_00106,14235.56,,HUMAN_ESCALATION,14235.56,0.0,14235.56,False,₹10K–₹25K
EVT_00022360,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001087,MER_00147,4082.45,,ALTERNATIVE_PAYMENT,4082.45,0.0,4082.45,False,₹2K–₹5K
EVT_00037795,CHECKOUT_ABANDONMENT,,WALLET,0,CUS_001111,MER_00156,13820.36,,ALTERNATIVE_PAYMENT,13820.36,0.0,13820.36,False,₹10K–₹25K
EVT_00025264,SUBSCRIPTION_FAILURE,,CARD,0,CUS_000055,MER_00010,1247.92,,ALTERNATIVE_PAYMENT,1247.92,0.0,1247.92,False,<=₹2K
EVT_00078027,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,1,CUS_000135,MER_00174,29754.84,,ALTERNATIVE_PAYMENT,29754.84,0.0,29754.84,False,>₹25K
EVT_00069676,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,WALLET,1,CUS_000858,MER_00163,18605.59,,RECOVERY_REMINDER,18605.59,0.0,18605.59,False,₹10K–₹25K
EVT_00005267,PAYMENT_FAILURE,TIMEOUT,WALLET,3,CUS_000809,MER_00052,42155.6,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,42155.6,3716.67,38438.93,False,>₹25K
EVT_00089748,PAYMENT_FAILURE,PAYMENT_LIMIT,CARD,0,CUS_001131,MER_00124,3179.32,,RECOVERY_REMINDER,3179.32,0.0,3179.32,False,₹2K–₹5K
EVT_00070715,SUBSCRIPTION_FAILURE,,UPI,0,CUS_000750,MER_00049,1639.91,,ALTERNATIVE_PAYMENT,1639.91,0.0,1639.91,False,<=₹2K
EVT_00020057,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001490,MER_00002,2114.26,,ALTERNATIVE_PAYMENT,2114.26,0.0,2114.26,False,₹2K–₹5K
EVT_00085385,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,3,CUS_000087,MER_00124,3275.35,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
