event_id,action,allowed,policy_reason,simulated_success_probability,recovery_success,revenue_recovered,event_type,timestamp,customer_id,merchant_id,amount,currency,payment_method,device_type,payment_status,failure_type,retry_count,previous_attempt_hours,checkout_duration_seconds,payment_page_reached,payment_attempted,subscription_age_days,successful_cycles,failed_cycles,true_recovery_probability,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,previous_recovery_success_rate,days_since_last_success,preferred_payment_method,merchant_category,merchant_size,avg_transaction_amount_merchant,historical_success_rate_merchant,historical_failure_rate,event_hour,day_of_week,month,log_amount,customer_success_rate,customer_avg_transaction_amount,merchant_success_rate,amount_per_customer_transaction,high_value,strong_customer_history,repeated_failure,chosen_action,chosen_probability,expected_value,actual_recovered
EVT_00032729,ALTERNATIVE_PAYMENT,True,ALLOWED,0.695323,1,42986.67,PAYMENT_FAILURE,2026-08-27 06:57:58,CUS_001543,MER_00169,42986.67,INR,UPI,MOBILE,FAILED,NETWORK_ERROR,1,13.17,0,False,False,0,0,0,0.665323,160,7,7,0,1.0,19646.07,0.8284,28,CARD,FOOD_DELIVERY,SMALL,4115.41,0.9528,0.0472,6,3,8,10.668668609370679,1.0,19646.07,0.9528,6140.952857142857,1,1,0,ALTERNATIVE_PAYMENT,0.7689354123238085,33053.97282087748,42986.67
EVT_00073291,ALTERNATIVE_PAYMENT,True,ALLOWED,0.466079,1,4444.53,PAYMENT_FAILURE,2026-08-08 10:29:38,CUS_001073,MER_00098,4444.53,INR,CARD,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,2,69.73,0,False,False,0,0,0,0.286079,1142,19,17,2,0.8947,4562.88,0.7821,1,CARD,DIGITAL_SERVICES,SMALL,599.1,0.88,0.12,10,5,8,8.399654375935679,0.8947,4562.88,0.88,233.92263157894735,0,0,1,ALTERNATIVE_PAYMENT,0.47089661346443784,2092.914125441098,4444.53
EVT_00004024,ALTERNATIVE_PAYMENT,True,ALLOWED,0.453727,1,13595.63,SUBSCRIPTION_FAILURE,2026-08-17 14:32:09,CUS_000424,MER_00024,13595.63,INR,CARD,MOBILE,AT_RISK,,0,71.38,0,False,False,540,20,2,0.423727,884,66,55,11,0.8333,4789.86,0.8859,29,CARD,DIGITAL_SERVICES,SMALL,6952.02,0.952,0.048,14,0,8,9.517577246900462,0.8333,4789.86,0.952,205.99439393939392,1,0,0,ALTERNATIVE_PAYMENT,0.4967224114044086,6753.254118162119,13595.63
EVT_00074370,ALTERNATIVE_PAYMENT,True,ALLOWED,0.798229,1,22738.92,CHECKOUT_ABANDONMENT,2026-08-08 10:36:29,CUS_000961,MER_00093,22738.92,INR,WALLET,MOBILE,AT_RISK,,0,70.71,893,True,False,0,0,0,0.768229,255,73,62,11,0.8493,18622.69,0.8897,36,UPI,RETAIL,MEDIUM,968.76,0.94,0.06,10,5,8,10.031877249268435,0.8493,18622.69,0.94,311.4920547945205,1,0,0,RECOVERY_REMINDER,0.9192773531099834,20903.37419017966,22738.92
EVT_00058621,ALTERNATIVE_PAYMENT,True,ALLOWED,0.443608,0,0.0,PAYMENT_FAILURE,2026-08-22 13:29:47,CUS_001467,MER_00193,725.3,INR,UPI,DESKTOP,FAILED,EXPIRED_PAYMENT_METHOD,2,3.03,0,False,False,0,0,0,0.263608,964,43,34,9,0.7907,1032.93,0.6093,60,NETBANKING,DIGITAL_SERVICES,MEDIUM,8184.15,0.9805,0.0195,13,5,8,6.587963152612122,0.7907,1032.93,0.9805,16.867441860465114,0,0,1,ALTERNATIVE_PAYMENT,0.42356783923480584,307.21375379700464,0.0
EVT_00086298,ALTERNATIVE_PAYMENT,True,ALLOWED,0.404808,0,0.0,SUBSCRIPTION_FAILURE,2026-08-27 06:56:58,CUS_000894,MER_00155,3610.72,INR,UPI,MOBILE,AT_RISK,,0,29.13,0,False,False,335,14,2,0.374808,1470,73,60,13,0.8219,7576.8,0.8824,43,NETBANKING,SAAS,SMALL,2912.27,0.843,0.157,6,3,8,8.191939392152248,0.8219,7576.8,0.843,49.46191780821918,0,0,0,RETRY_LATER,0.42368564020634397,1529.8102148058501,0.0
EVT_00087594,ALTERNATIVE_PAYMENT,True,ALLOWED,0.78491,1,7434.38,CHECKOUT_ABANDONMENT,2026-08-08 10:37:01,CUS_001673,MER_00152,7434.38,INR,CARD,DESKTOP,AT_RISK,,0,38.85,149,True,True,0,0,0,0.75491,423,47,43,4,0.9149,4066.28,0.504,12,UPI,DIGITAL_SERVICES,SMALL,4325.9,0.9166,0.0834,10,5,8,8.914004967204882,0.9149,4066.28,0.9166,158.17829787234044,0,1,0,RECOVERY_REMINDER,0.9369285678704762,6965.483006404911,7434.38
EVT_00064856,ALTERNATIVE_PAYMENT,True,ALLOWED,0.656432,1,9902.83,PAYMENT_FAILURE,2026-08-08 10:41:41,CUS_000193,MER_00117,9902.83,INR,UPI,TABLET,FAILED,EXPIRED_PAYMENT_METHOD,0,49.71,0,False,False,0,0,0,0.476432,922,23,22,1,0.9565,12446.33,0.4581,38,CARD,TRAVEL,SMALL,11500.96,0.8461,0.1539,10,5,8,9.200676829995155,0.9565,12446.33,0.8461,430.55782608695654,0,1,0,ALTERNATIVE_PAYMENT,0.5656850905455981,5601.883285207666,9902.83
EVT_00018602,ALTERNATIVE_PAYMENT,True,ALLOWED,0.229721,0,0.0,PAYMENT_FAILURE,2026-08-17 14:29:06,CUS_000841,MER_00181,6250.28,INR,NETBANKING,DESKTOP,FAILED,INSUFFICIENT_BALANCE,2,65.36,0,False,False,0,0,0,0.199721,454,35,27,8,0.7714,3080.32,0.7588,55,UPI,TRAVEL,SMALL,3734.39,0.8092,0.1908,14,0,8,8.74054152176179,0.7714,3080.32,0.8092,178.57942857142856,0,0,1,RECOVERY_REMINDER,0.2556827076833994,1598.0885141793976,0.0
EVT_00003865,ALTERNATIVE_PAYMENT,True,ALLOWED,0.380336,0,0.0,PAYMENT_FAILURE,2026-08-27 06:55:47,CUS_001623,MER_00126,931.63,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,54.58,0,False,False,0,0,0,0.350336,1388,27,22,5,0.8148,1121.61,0.939,43,UPI,DIGITAL_SERVICES,SMALL,2499.99,0.8824,0.1176,6,3,8,6.838008551988941,0.8148,1121.61,0.8824,34.504814814814814,0,0,0,RECOVERY_REMINDER,0.47845153233323134,445.7398010676083,0.0
EVT_00097987,ALTERNATIVE_PAYMENT,True,ALLOWED,0.382012,1,4762.34,PAYMENT_FAILURE,2026-08-08 10:43:17,CUS_001982,MER_00121,4762.34,INR,UPI,DESKTOP,FAILED,TIMEOUT,3,18.25,0,False,False,0,0,0,0.352012,945,7,6,1,0.8571,4458.92,0.6282,3,UPI,SAAS,SMALL,4761.05,0.8269,0.1731,10,5,8,8.46870438183495,0.8571,4458.92,0.8269,680.3342857142858,0,0,1,ALTERNATIVE_PAYMENT,0.34154121842861934,1626.535406171351,4762.34
EVT_00071521,ALTERNATIVE_PAYMENT,True,ALLOWED,0.327232,0,0.0,PAYMENT_FAILURE,2026-08-08 10:49:33,CUS_000299,MER_00172,5233.61,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,1,46.6,0,False,False,0,0,0,0.297232,448,18,16,2,0.8889,4303.3,0.7064,66,CARD,E_COMMERCE,SMALL,8580.85,0.8235,0.1765,10,5,8,8.563047621962145,0.8889,4303.3,0.8235,290.75611111111107,0,0,0,ALTERNATIVE_PAYMENT,0.47573369869964455,2489.8046428514467,0.0
EVT_00012787,ALTERNATIVE_PAYMENT,True,ALLOWED,0.459745,1,1623.8,PAYMENT_FAILURE,2026-08-17 14:24:24,CUS_001335,MER_00126,1623.8,INR,UPI,MOBILE,FAILED,TIMEOUT,2,33.52,0,False,False,0,0,0,0.429745,814,6,5,1,0.8333,1496.8,0.6999,39,UPI,DIGITAL_SERVICES,SMALL,2499.99,0.8824,0.1176,14,0,8,7.393140010266175,0.8333,1496.8,0.8824,270.6333333333333,0,0,1,ALTERNATIVE_PAYMENT,0.4686157273949485,760.9382181439173,1623.8
EVT_00022018,ALTERNATIVE_PAYMENT,True,ALLOWED,0.507715,1,27818.1,PAYMENT_FAILURE,2026-08-22 13:35:50,CUS_000038,MER_00152,27818.1,INR,NETBANKING,MOBILE,FAILED,ISSUER_DECLINE,0,37.36,0,False,False,0,0,0,0.327715,1246,4,3,1,0.75,9238.47,0.6959,85,CARD,DIGITAL_SERVICES,SMALL,4325.9,0.9166,0.0834,13,5,8,10.233478114127392,0.75,9238.47,0.9166,6954.525,1,0,0,ALTERNATIVE_PAYMENT,0.5498994977121705,15297.15921730693,27818.1
EVT_00012095,ALTERNATIVE_PAYMENT,True,ALLOWED,0.597494,0,0.0,SUBSCRIPTION_FAILURE,2026-08-27 06:46:40,CUS_000219,MER_00108,14756.55,INR,UPI,DESKTOP,AT_RISK,,0,68.43,0,False,False,173,20,1,0.567494,687,23,22,1,0.9565,10592.39,0.7774,59,UPI,RETAIL,SMALL,3048.05,0.8679,0.1321,6,3,8,9.599510095216846,0.9565,10592.39,0.8679,641.5891304347825,1,1,0,ALTERNATIVE_PAYMENT,0.4844726645026413,7149.145097366451,0.0
EVT_00049332,ALTERNATIVE_PAYMENT,True,ALLOWED,0.628269,1,2247.22,PAYMENT_FAILURE,2026-08-08 10:51:35,CUS_000632,MER_00162,2247.22,INR,CARD,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,0,23.63,0,False,False,0,0,0,0.448269,511,54,49,5,0.9074,2383.46,0.6475,88,UPI,DIGITAL_SERVICES,LARGE,1610.3,0.8922,0.1078,10,5,8,7.717894070993821,0.9074,2383.46,0.8922,41.61518518518518,0,1,0,ALTERNATIVE_PAYMENT,0.6007748237854438,1350.0731995071249,2247.22
EVT_00009962,ALTERNATIVE_PAYMENT,True,ALLOWED,0.761563,0,0.0,CHECKOUT_ABANDONMENT,2026-08-08 10:53:29,CUS_001763,MER_00011,1741.91,INR,NETBANKING,DESKTOP,AT_RISK,,0,11.95,530,True,True,0,0,0,0.731563,44,46,41,5,0.8913,3496.23,0.8267,1,CARD,DIGITAL_SERVICES,SMALL,11685.15,0.879,0.121,10,5,8,7.463311409075007,0.8913,3496.23,0.879,37.86760869565217,0,0,0,RECOVERY_REMINDER,0.8221940296376347,1432.1880021660922,0.0
EVT_00089298,ALTERNATIVE_PAYMENT,True,ALLOWED,0.758584,1,2699.07,CHECKOUT_ABANDONMENT,2026-08-17 14:23:57,CUS_000778,MER_00029,2699.07,INR,UPI,DESKTOP,AT_RISK,,0,43.03,624,True,False,0,0,0,0.728584,204,72,63,9,0.875,3888.84,0.8504,80,CARD,FOOD_DELIVERY,SMALL,5041.91,0.8787,0.1213,14,0,8,7.901032977582275,0.875,3888.84,0.8787,37.48708333333334,0,0,0,RECOVERY_REMINDER,0.9112878551901539,2459.6297113080886,2699.07
EVT_00017225,ALTERNATIVE_PAYMENT,True,ALLOWED,0.423908,0,0.0,PAYMENT_FAILURE,2026-08-27 06:46:13,CUS_000270,MER_00003,5945.83,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,1,18.77,0,False,False,0,0,0,0.243908,898,78,71,7,0.9103,10118.09,0.576,62,CARD,DIGITAL_SERVICES,SMALL,2951.94,0.8109,0.1891,6,3,8,8.69061358345641,0.9103,10118.09,0.8109,76.22858974358974,0,1,0,ALTERNATIVE_PAYMENT,0.47524568516106486,2825.730052201214,0.0
EVT_00077952,ALTERNATIVE_PAYMENT,True,ALLOWED,0.427977,0,0.0,PAYMENT_FAILURE,2026-08-08 10:53:42,CUS_001084,MER_00034,7208.68,INR,CARD,DESKTOP,FAILED,ISSUER_DECLINE,1,57.0,0,False,False,0,0,0,0.247977,847,20,17,3,0.85,5354.49,0.7029,79,UPI,FOOD_DELIVERY,MEDIUM,27974.45,0.9356,0.0644,10,5,8,8.883179846492384,0.85,5354.49,0.9356,360.434,0,0,0,ALTERNATIVE_PAYMENT,0.5232946752362182,3772.263859481822,0.0
EVT_00076406,ALTERNATIVE_PAYMENT,True,ALLOWED,0.426011,0,0.0,PAYMENT_FAILURE,2026-08-08 10:20:35,CUS_000348,MER_00137,1795.47,INR,UPI,DESKTOP,FAILED,BANK_TECHNICAL_ERROR,3,33.02,0,False,False,0,0,0,0.396011,1405,60,52,8,0.8667,2666.7,0.9154,61,CARD,SAAS,MEDIUM,8339.15,0.9561,0.0439,10,5,8,7.49357890727693,0.8667,2666.7,0.9561,29.924500000000002,0,0,1,ALTERNATIVE_PAYMENT,0.3632506753743981,652.2056901144706,0.0
EVT_00003067,ALTERNATIVE_PAYMENT,True,ALLOWED,0.391144,0,0.0,SUBSCRIPTION_FAILURE,2026-08-17 14:37:10,CUS_000954,MER_00191,9465.96,INR,UPI,MOBILE,AT_RISK,,0,30.98,0,False,False,816,2,1,0.361144,659,35,29,6,0.8286,11949.32,0.7935,39,CARD,EDUCATION,SMALL,18406.03,0.9338,0.0662,14,0,8,9.155563120916627,0.8286,11949.32,0.9338,270.45599999999996,0,0,0,RECOVERY_REMINDER,0.4681769566201287,4431.744344287873,9465.96
EVT_00060668,ALTERNATIVE_PAYMENT,True,ALLOWED,0.530998,1,8061.23,PAYMENT_FAILURE,2026-08-08 10:18:52,CUS_000327,MER_00073,8061.23,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,18.69,0,False,False,0,0,0,0.500998,377,28,19,9,0.6786,7052.37,0.713,11,UPI,FOOD_DELIVERY,MEDIUM,9905.73,0.8881,0.1119,10,5,8,8.994945472171187,0.6786,7052.37,0.8881,287.9010714285714,0,0,0,RETRY_LATER,0.5581425492530402,4499.315462315085,0.0
EVT_00025472,ALTERNATIVE_PAYMENT,True,ALLOWED,0.555082,0,0.0,PAYMENT_FAILURE,2026-08-27 07:05:44,CUS_001043,MER_00147,4371.28,INR,CARD,MOBILE,FAILED,TIMEOUT,1,63.34,0,False,False,0,0,0,0.525082,640,26,22,4,0.8462,3105.67,0.5003,10,CARD,TRAVEL,MEDIUM,6423.31,0.8655,0.1345,7,3,8,8.383039891161532,0.8462,3105.67,0.8655,168.12615384615384,0,0,0,RETRY_LATER,0.5773648457699765,2523.8234030173826,0.0
EVT_00099867,ALTERNATIVE_PAYMENT,True,ALLOWED,0.438699,1,2755.66,PAYMENT_FAILURE,2026-08-27 07:36:51,CUS_001490,MER_00125,2755.66,INR,CARD,DESKTOP,FAILED,PAYMENT_LIMIT,1,5.7,0,False,False,0,0,0,0.258699,777,57,39,18,0.6842,2025.89,0.6795,20,UPI,E_COMMERCE,MEDIUM,4606.05,0.8105,0.1895,7,3,8,7.921775080967017,0.6842,2025.89,0.8105,48.34491228070175,0,0,0,ALTERNATIVE_PAYMENT,0.4923582379150835,1356.7719018930788,2755.66
EVT_00086170,ALTERNATIVE_PAYMENT,True,ALLOWED,0.550999,1,1494.39,CHECKOUT_ABANDONMENT,2026-08-08 09:23:30,CUS_001447,MER_00173,1494.39,INR,CARD,MOBILE,AT_RISK,,0,10.88,278,False,False,0,0,0,0.520999,1408,26,22,4,0.8462,1172.13,0.4993,63,UPI,DIGITAL_SERVICES,MEDIUM,866.54,0.9435,0.0565,9,5,8,7.310142321369455,0.8462,1172.13,0.9435,57.47653846153847,0,0,0,RECOVERY_REMINDER,0.6330032617939871,945.9537443923165,1494.39
EVT_00042633,ALTERNATIVE_PAYMENT,True,ALLOWED,0.808942,1,7467.14,CHECKOUT_ABANDONMENT,2026-08-17 15:01:08,CUS_000129,MER_00078,7467.14,INR,UPI,MOBILE,AT_RISK,,0,44.69,646,True,False,0,0,0,0.778942,874,6,6,0,1.0,5311.89,0.8189,81,CARD,E_COMMERCE,LARGE,10945.16,0.9248,0.0752,15,0,8,8.918401251138281,1.0,5311.89,0.9248,1244.5233333333333,0,1,0,RECOVERY_REMINDER,0.9387711717501658,7009.935767422533,7467.14
EVT_00064731,ALTERNATIVE_PAYMENT,True,ALLOWED,0.580521,0,0.0,PAYMENT_FAILURE,2026-08-08 09:28:52,CUS_000554,MER_00049,3696.5,INR,WALLET,MOBILE,FAILED,TIMEOUT,1,17.74,0,False,False,0,0,0,0.550521,497,16,15,1,0.9375,5711.66,0.7739,37,UPI,EDUCATION,SMALL,8781.92,0.8307,0.1693,9,5,8,8.215412194584955,0.9375,5711.66,0.8307,231.03125,0,1,0,ALTERNATIVE_PAYMENT,0.5742963974818703,2122.8866332917337,0.0
EVT_00076247,ALTERNATIVE_PAYMENT,True,ALLOWED,0.43772,0,0.0,PAYMENT_FAILURE,2026-08-27 07:30:51,CUS_000991,MER_00007,1991.65,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,1,23.23,0,False,False,0,0,0,0.25772,533,37,34,3,0.9189,2694.47,0.1897,42,UPI,EDUCATION,SMALL,5075.52,0.9361,0.0639,7,3,8,7.597220690139457,0.9189,2694.47,0.9361,53.82837837837838,0,1,0,ALTERNATIVE_PAYMENT,0.5515713330198804,1098.5370454090448,0.0
EVT_00079693,ALTERNATIVE_PAYMENT,True,ALLOWED,0.440569,0,0.0,PAYMENT_FAILURE,2026-08-08 09:28:53,CUS_000673,MER_00096,2510.6,INR,CARD,TABLET,FAILED,INSUFFICIENT_BALANCE,0,2.69,0,False,False,0,0,0,0.410569,965,68,64,4,0.9412,2008.28,0.8641,64,NETBANKING,TRAVEL,MEDIUM,3014.41,0.9456,0.0544,9,5,8,7.828675279239954,0.9412,2008.28,0.9456,36.92058823529412,0,1,0,ALTERNATIVE_PAYMENT,0.49157595144515437,1234.1505836982044,0.0
EVT_00060643,ALTERNATIVE_PAYMENT,True,ALLOWED,0.529818,0,0.0,PAYMENT_FAILURE,2026-08-17 14:52:28,CUS_000861,MER_00036,3177.21,INR,UPI,MOBILE,FAILED,TIMEOUT,1,68.17,0,False,False,0,0,0,0.499818,1453,16,14,2,0.875,6823.78,0.7244,66,CARD,SAAS,MEDIUM,1103.05,0.7,0.3,14,0,8,8.064073424208676,0.875,6823.78,0.7,198.575625,0,0,0,ALTERNATIVE_PAYMENT,0.5771959165830532,1833.8726381268427,0.0
EVT_00069029,ALTERNATIVE_PAYMENT,True,ALLOWED,0.422117,0,0.0,PAYMENT_FAILURE,2026-08-08 09:43:11,CUS_000538,MER_00198,5553.89,INR,CARD,MOBILE,FAILED,TIMEOUT,3,62.65,0,False,False,0,0,0,0.392117,199,40,36,4,0.9,3674.46,0.8378,89,UPI,DIGITAL_SERVICES,SMALL,5306.23,0.9513,0.0487,9,5,8,8.622433899897471,0.9,3674.46,0.9513,138.84725,0,1,1,ALTERNATIVE_PAYMENT,0.39701978744742006,2205.004227306352,0.0
EVT_00034116,ALTERNATIVE_PAYMENT,True,ALLOWED,0.5919,1,4388.76,CHECKOUT_ABANDONMENT,2026-08-22 13:18:58,CUS_000963,MER_00149,4388.76,INR,NETBANKING,MOBILE,AT_RISK,,0,2.69,166,False,False,0,0,0,0.5619,1264,77,73,4,0.9481,5909.55,0.4277,38,NETBANKING,EDUCATION,SMALL,3023.4,0.9223,0.0777,13,5,8,8.387029834870901,0.9481,5909.55,0.9223,56.99688311688312,0,1,0,RECOVERY_REMINDER,0.8025278152192613,3522.1019743216852,4388.76
EVT_00068564,ALTERNATIVE_PAYMENT,True,ALLOWED,0.722646,0,0.0,CHECKOUT_ABANDONMENT,2026-08-27 07:21:57,CUS_000430,MER_00019,2571.05,INR,CARD,MOBILE,AT_RISK,,0,20.41,66,True,False,0,0,0,0.692646,1081,22,20,2,0.9091,2569.13,0.6695,82,CARD,FOOD_DELIVERY,MEDIUM,3617.98,0.9102,0.0898,7,3,8,7.85245852529297,0.9091,2569.13,0.9102,116.8659090909091,0,1,0,RECOVERY_REMINDER,0.921898286753729,2370.246590158175,2571.05
EVT_00086425,ALTERNATIVE_PAYMENT,True,ALLOWED,0.306241,0,0.0,SUBSCRIPTION_FAILURE,2026-08-08 09:44:51,CUS_000818,MER_00079,8525.58,INR,NETBANKING,DESKTOP,AT_RISK,,0,46.94,0,False,False,704,7,3,0.276241,186,69,52,17,0.7536,6716.12,0.9589,12,UPI,FOOD_DELIVERY,LARGE,412.23,0.9077,0.0923,9,5,8,9.050943622222293,0.7536,6716.12,0.9077,123.5591304347826,0,0,0,ALTERNATIVE_PAYMENT,0.31129534160679573,2653.9733384960655,0.0
EVT_00039075,ALTERNATIVE_PAYMENT,True,ALLOWED,0.351009,1,7355.04,PAYMENT_FAILURE,2026-08-08 09:47:54,CUS_001692,MER_00029,7355.04,INR,UPI,DESKTOP,FAILED,ISSUER_DECLINE,2,17.19,0,False,False,0,0,0,0.171009,1337,50,40,10,0.8,5554.32,0.8285,61,CARD,FOOD_DELIVERY,SMALL,5041.91,0.8787,0.1213,9,5,8,8.903277023447329,0.8,5554.32,0.8787,147.1008,0,0,1,ALTERNATIVE_PAYMENT,0.3833260532096946,2819.378454399432,7355.04
EVT_00053769,ALTERNATIVE_PAYMENT,True,ALLOWED,0.546844,1,5062.11,CHECKOUT_ABANDONMENT,2026-08-17 14:43:22,CUS_000156,MER_00067,5062.11,INR,UPI,MOBILE,AT_RISK,,0,6.16,839,False,True,0,0,0,0.516844,1003,39,33,6,0.8462,6276.8,0.6529,0,NETBANKING,TRAVEL,SMALL,6615.57,0.8781,0.1219,14,0,8,8.529736197983157,0.8462,6276.8,0.8781,129.7976923076923,0,0,0,RECOVERY_REMINDER,0.7066086032280449,3576.930476486718,0.0
