event_id,timestamp,event_type,amount,chosen_action,policy_revenue,oracle_action,oracle_revenue,regret,action_match
EVT_00009273,2026-08-02 17:54:42,SUBSCRIPTION_FAILURE,7505.27,RECOVERY_REMINDER,7505.27,ALTERNATIVE_PAYMENT,7505.27,0.0,False
EVT_00008221,2026-08-02 18:37:54,PAYMENT_FAILURE,14208.92,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003815,2026-08-02 18:56:03,CHECKOUT_ABANDONMENT,965.45,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,965.45,965.45,False
EVT_00009258,2026-08-02 19:10:43,PAYMENT_FAILURE,2457.45,RETRY_LATER,2457.45,ALTERNATIVE_PAYMENT,2457.45,0.0,False
EVT_00006760,2026-08-02 19:39:52,PAYMENT_FAILURE,1321.23,RETRY_LATER,1321.23,RETRY_LATER,1321.23,0.0,True
EVT_00003124,2026-08-02 20:15:33,PAYMENT_FAILURE,1339.47,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00007126,2026-08-02 20:45:57,PAYMENT_FAILURE,3588.13,ALTERNATIVE_PAYMENT,3588.13,ALTERNATIVE_PAYMENT,3588.13,0.0,True
EVT_00002826,2026-08-02 20:47:52,PAYMENT_FAILURE,4030.65,ALTERNATIVE_PAYMENT,4030.65,ALTERNATIVE_PAYMENT,4030.65,0.0,True
EVT_00001187,2026-08-02 20:50:19,PAYMENT_FAILURE,2058.89,ALTERNATIVE_PAYMENT,2058.89,ALTERNATIVE_PAYMENT,2058.89,0.0,True
EVT_00009849,2026-08-02 21:01:48,PAYMENT_FAILURE,11576.73,ALTERNATIVE_PAYMENT,11576.73,ALTERNATIVE_PAYMENT,11576.73,0.0,True
EVT_00005251,2026-08-02 21:02:03,PAYMENT_FAILURE,7645.82,RETRY_LATER,7645.82,RETRY_LATER,7645.82,0.0,True
EVT_00007081,2026-08-02 21:04:14,CHECKOUT_ABANDONMENT,3453.48,RECOVERY_REMINDER,3453.48,RECOVERY_REMINDER,3453.48,0.0,True
EVT_00002916,2026-08-02 21:47:14,PAYMENT_FAILURE,2497.4,RETRY_LATER,2497.4,RECOVERY_REMINDER,2497.4,0.0,False
EVT_00001434,2026-08-02 22:02:08,PAYMENT_FAILURE,221.55,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00001807,2026-08-02 22:03:22,PAYMENT_FAILURE,5258.78,ALTERNATIVE_PAYMENT,5258.78,ALTERNATIVE_PAYMENT,5258.78,0.0,True
EVT_00000395,2026-08-02 22:17:07,PAYMENT_FAILURE,5246.71,ALTERNATIVE_PAYMENT,5246.71,ALTERNATIVE_PAYMENT,5246.71,0.0,True
EVT_00002869,2026-08-02 22:19:18,PAYMENT_FAILURE,834.73,ALTERNATIVE_PAYMENT,834.73,ALTERNATIVE_PAYMENT,834.73,0.0,True
EVT_00000957,2026-08-02 22:31:06,PAYMENT_FAILURE,5237.01,ALTERNATIVE_PAYMENT,5237.01,ALTERNATIVE_PAYMENT,5237.01,0.0,True
EVT_00002413,2026-08-02 22:33:39,PAYMENT_FAILURE,1656.78,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,1656.78,1656.78,False
EVT_00006552,2026-08-02 22:47:05,SUBSCRIPTION_FAILURE,20570.36,RECOVERY_REMINDER,20570.36,ALTERNATIVE_PAYMENT,20570.36,0.0,False
EVT_00003326,2026-08-02 22:57:31,CHECKOUT_ABANDONMENT,2308.07,RECOVERY_REMINDER,2308.07,ALTERNATIVE_PAYMENT,2308.07,0.0,False
EVT_00000139,2026-08-02 23:12:41,SUBSCRIPTION_FAILURE,7210.91,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,7210.91,7210.91,False
EVT_00007137,2026-08-02 23:48:48,PAYMENT_FAILURE,1530.19,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00000735,2026-08-03 00:13:02,PAYMENT_FAILURE,4699.11,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,4699.11,4699.11,False
EVT_00002421,2026-08-03 01:15:33,SUBSCRIPTION_FAILURE,4874.13,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00000628,2026-08-03 01:36:00,CHECKOUT_ABANDONMENT,18101.16,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,18101.16,18101.16,False
EVT_00001562,2026-08-03 02:09:23,CHECKOUT_ABANDONMENT,2698.95,RECOVERY_REMINDER,2698.95,ALTERNATIVE_PAYMENT,2698.95,0.0,False
EVT_00002657,2026-08-03 03:11:36,PAYMENT_FAILURE,3192.96,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,3192.96,3192.96,False
EVT_00001276,2026-08-03 03:21:34,PAYMENT_FAILURE,8327.91,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,8327.91,8327.91,False
EVT_00001104,2026-08-03 04:53:18,PAYMENT_FAILURE,12997.43,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,12997.43,12997.43,False
EVT_00007622,2026-08-03 04:54:55,PAYMENT_FAILURE,7981.91,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00008513,2026-08-03 05:37:21,SUBSCRIPTION_FAILURE,9175.85,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,9175.85,9175.85,False
EVT_00000231,2026-08-03 06:04:05,SUBSCRIPTION_FAILURE,3151.44,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00004021,2026-08-03 07:19:07,PAYMENT_FAILURE,6418.96,ALTERNATIVE_PAYMENT,0.0,RETRY_LATER,6418.96,6418.96,False
EVT_00006433,2026-08-03 08:21:37,PAYMENT_FAILURE,1608.42,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,1608.42,1608.42,False
EVT_00008419,2026-08-03 09:27:09,CHECKOUT_ABANDONMENT,1839.74,RECOVERY_REMINDER,1839.74,ALTERNATIVE_PAYMENT,1839.74,0.0,False
EVT_00009684,2026-08-03 09:45:05,CHECKOUT_ABANDONMENT,6353.31,RECOVERY_REMINDER,6353.31,ALTERNATIVE_PAYMENT,6353.31,0.0,False
EVT_00008336,2026-08-03 10:49:23,CHECKOUT_ABANDONMENT,6488.1,RECOVERY_REMINDER,6488.1,ALTERNATIVE_PAYMENT,6488.1,0.0,False
EVT_00001657,2026-08-03 12:38:10,PAYMENT_FAILURE,8115.98,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,8115.98,8115.98,False
EVT_00003348,2026-08-03 13:19:09,PAYMENT_FAILURE,14993.71,ALTERNATIVE_PAYMENT,14993.71,ALTERNATIVE_PAYMENT,14993.71,0.0,True
EVT_00009312,2026-08-03 13:52:31,PAYMENT_FAILURE,5855.63,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003816,2026-08-03 13:54:15,PAYMENT_FAILURE,4385.37,RETRY_LATER,4385.37,ALTERNATIVE_PAYMENT,4385.37,0.0,False
EVT_00008943,2026-08-03 13:57:14,PAYMENT_FAILURE,26533.23,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,26533.23,26533.23,False
EVT_00002204,2026-08-03 14:09:43,CHECKOUT_ABANDONMENT,63873.75,RECOVERY_REMINDER,63873.75,ALTERNATIVE_PAYMENT,63873.75,0.0,False
EVT_00001745,2026-08-03 14:41:34,SUBSCRIPTION_FAILURE,3483.93,RECOVERY_REMINDER,0.0,HUMAN_ESCALATION,3483.93,3483.93,False
EVT_00008725,2026-08-03 15:05:04,PAYMENT_FAILURE,1809.23,ALTERNATIVE_PAYMENT,1809.23,ALTERNATIVE_PAYMENT,1809.23,0.0,True
EVT_00006827,2026-08-03 15:51:46,CHECKOUT_ABANDONMENT,3535.21,RECOVERY_REMINDER,3535.21,ALTERNATIVE_PAYMENT,3535.21,0.0,False
EVT_00002436,2026-08-03 15:58:37,PAYMENT_FAILURE,4167.77,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,4167.77,4167.77,False
EVT_00001246,2026-08-03 16:25:14,PAYMENT_FAILURE,19491.24,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,19491.24,19491.24,False
EVT_00005193,2026-08-03 17:53:08,PAYMENT_FAILURE,2458.48,ALTERNATIVE_PAYMENT,2458.48,ALTERNATIVE_PAYMENT,2458.48,0.0,True
EVT_00009368,2026-08-03 18:19:03,SUBSCRIPTION_FAILURE,9838.8,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,9838.8,9838.8,False
EVT_00005566,2026-08-03 19:19:21,SUBSCRIPTION_FAILURE,2818.35,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,2818.35,2818.35,False
EVT_00004273,2026-08-03 19:44:34,CHECKOUT_ABANDONMENT,3411.84,RECOVERY_REMINDER,3411.84,ALTERNATIVE_PAYMENT,3411.84,0.0,False
EVT_00003942,2026-08-03 20:23:15,PAYMENT_FAILURE,14049.02,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,14049.02,14049.02,False
EVT_00004169,2026-08-03 20:47:01,SUBSCRIPTION_FAILURE,5320.3,RECOVERY_REMINDER,5320.3,ALTERNATIVE_PAYMENT,5320.3,0.0,False
EVT_00001301,2026-08-03 21:28:40,SUBSCRIPTION_FAILURE,4594.72,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,4594.72,4594.72,False
EVT_00007608,2026-08-03 22:22:29,PAYMENT_FAILURE,8937.95,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,8937.95,8937.95,False
EVT_00001224,2026-08-03 22:34:49,PAYMENT_FAILURE,12819.78,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,12819.78,12819.78,False
EVT_00002949,2026-08-03 23:21:16,CHECKOUT_ABANDONMENT,8763.56,RECOVERY_REMINDER,8763.56,RECOVERY_REMINDER,8763.56,0.0,True
EVT_00004513,2026-08-04 00:00:28,PAYMENT_FAILURE,3118.45,ALTERNATIVE_PAYMENT,3118.45,ALTERNATIVE_PAYMENT,3118.45,0.0,True
EVT_00009203,2026-08-04 00:18:30,PAYMENT_FAILURE,19512.96,RETRY_LATER,19512.96,RECOVERY_REMINDER,19512.96,0.0,False
EVT_00006683,2026-08-04 00:19:41,SUBSCRIPTION_FAILURE,8943.94,RECOVERY_REMINDER,8943.94,RECOVERY_REMINDER,8943.94,0.0,True
EVT_00009975,2026-08-04 00:47:40,PAYMENT_FAILURE,823.1,RETRY_LATER,823.1,RECOVERY_REMINDER,823.1,0.0,False
EVT_00009545,2026-08-04 01:01:42,PAYMENT_FAILURE,1163.55,RETRY_LATER,1163.55,ALTERNATIVE_PAYMENT,1163.55,0.0,False
EVT_00003866,2026-08-04 01:32:01,CHECKOUT_ABANDONMENT,5278.17,RECOVERY_REMINDER,5278.17,ALTERNATIVE_PAYMENT,5278.17,0.0,False
EVT_00002687,2026-08-04 01:52:02,CHECKOUT_ABANDONMENT,16435.23,RECOVERY_REMINDER,16435.23,ALTERNATIVE_PAYMENT,16435.23,0.0,False
EVT_00007606,2026-08-04 02:00:37,PAYMENT_FAILURE,5608.32,RETRY_LATER,5608.32,ALTERNATIVE_PAYMENT,5608.32,0.0,False
EVT_00002483,2026-08-04 02:03:43,PAYMENT_FAILURE,22571.35,ALTERNATIVE_PAYMENT,22571.35,ALTERNATIVE_PAYMENT,22571.35,0.0,True
EVT_00003455,2026-08-04 02:43:59,PAYMENT_FAILURE,4825.99,ALTERNATIVE_PAYMENT,4825.99,ALTERNATIVE_PAYMENT,4825.99,0.0,True
EVT_00007741,2026-08-04 03:28:50,PAYMENT_FAILURE,542.55,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00008814,2026-08-04 04:33:55,PAYMENT_FAILURE,1361.52,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00001660,2026-08-04 06:31:50,CHECKOUT_ABANDONMENT,12556.54,RECOVERY_REMINDER,12556.54,RECOVERY_REMINDER,12556.54,0.0,True
EVT_00001204,2026-08-04 06:40:12,PAYMENT_FAILURE,22781.37,ALTERNATIVE_PAYMENT,22781.37,ALTERNATIVE_PAYMENT,22781.37,0.0,True
EVT_00009710,2026-08-04 07:10:04,PAYMENT_FAILURE,5637.9,ALTERNATIVE_PAYMENT,5637.9,ALTERNATIVE_PAYMENT,5637.9,0.0,True
EVT_00004491,2026-08-04 08:00:41,CHECKOUT_ABANDONMENT,7513.54,RECOVERY_REMINDER,7513.54,ALTERNATIVE_PAYMENT,7513.54,0.0,False
EVT_00008478,2026-08-04 08:12:12,CHECKOUT_ABANDONMENT,4076.44,RECOVERY_REMINDER,4076.44,RECOVERY_REMINDER,4076.44,0.0,True
EVT_00002685,2026-08-04 08:28:11,CHECKOUT_ABANDONMENT,13393.48,RECOVERY_REMINDER,13393.48,ALTERNATIVE_PAYMENT,13393.48,0.0,False
EVT_00007501,2026-08-04 09:11:19,PAYMENT_FAILURE,1111.6,ALTERNATIVE_PAYMENT,1111.6,ALTERNATIVE_PAYMENT,1111.6,0.0,True
EVT_00005458,2026-08-04 10:06:13,CHECKOUT_ABANDONMENT,3982.34,RECOVERY_REMINDER,3982.34,ALTERNATIVE_PAYMENT,3982.34,0.0,False
EVT_00008818,2026-08-04 10:06:22,PAYMENT_FAILURE,2099.34,ALTERNATIVE_PAYMENT,2099.34,ALTERNATIVE_PAYMENT,2099.34,0.0,True
EVT_00008932,2026-08-04 10:14:58,SUBSCRIPTION_FAILURE,148107.55,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,148107.55,148107.55,False
EVT_00004132,2026-08-04 12:21:13,PAYMENT_FAILURE,1387.11,ALTERNATIVE_PAYMENT,1387.11,ALTERNATIVE_PAYMENT,1387.11,0.0,True
EVT_00001349,2026-08-04 12:31:19,CHECKOUT_ABANDONMENT,5549.59,RECOVERY_REMINDER,5549.59,ALTERNATIVE_PAYMENT,5549.59,0.0,False
EVT_00008727,2026-08-04 13:11:21,PAYMENT_FAILURE,792.83,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,792.83,792.83,False
EVT_00008557,2026-08-04 13:23:21,PAYMENT_FAILURE,1197.78,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,1197.78,1197.78,False
EVT_00009105,2026-08-04 13:29:40,PAYMENT_FAILURE,885.45,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00000547,2026-08-04 14:46:24,PAYMENT_FAILURE,1431.32,ALTERNATIVE_PAYMENT,1431.32,ALTERNATIVE_PAYMENT,1431.32,0.0,True
EVT_00001078,2026-08-04 15:00:10,CHECKOUT_ABANDONMENT,5116.45,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,5116.45,5116.45,False
EVT_00004694,2026-08-04 15:05:26,CHECKOUT_ABANDONMENT,1906.18,RECOVERY_REMINDER,1906.18,ALTERNATIVE_PAYMENT,1906.18,0.0,False
EVT_00000278,2026-08-04 15:05:53,PAYMENT_FAILURE,4748.86,RETRY_LATER,4748.86,ALTERNATIVE_PAYMENT,4748.86,0.0,False
EVT_00006732,2026-08-04 15:40:41,CHECKOUT_ABANDONMENT,7711.52,RECOVERY_REMINDER,7711.52,ALTERNATIVE_PAYMENT,7711.52,0.0,False
EVT_00006991,2026-08-04 16:24:35,PAYMENT_FAILURE,4199.97,RETRY_LATER,4199.97,ALTERNATIVE_PAYMENT,4199.97,0.0,False
EVT_00004574,2026-08-04 17:24:52,PAYMENT_FAILURE,6231.39,ALTERNATIVE_PAYMENT,6231.39,ALTERNATIVE_PAYMENT,6231.39,0.0,True
EVT_00002634,2026-08-04 17:45:45,PAYMENT_FAILURE,1351.61,ALTERNATIVE_PAYMENT,1351.61,ALTERNATIVE_PAYMENT,1351.61,0.0,True
EVT_00002632,2026-08-04 18:56:39,SUBSCRIPTION_FAILURE,8083.2,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,8083.2,8083.2,False
EVT_00002211,2026-08-04 18:59:29,PAYMENT_FAILURE,1288.71,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00008427,2026-08-04 19:12:30,PAYMENT_FAILURE,16721.12,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,16721.12,16721.12,False
EVT_00001418,2026-08-04 19:27:48,PAYMENT_FAILURE,4570.65,ALTERNATIVE_PAYMENT,4570.65,ALTERNATIVE_PAYMENT,4570.65,0.0,True
EVT_00004878,2026-08-04 19:44:34,PAYMENT_FAILURE,1119.02,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002784,2026-08-04 20:39:22,CHECKOUT_ABANDONMENT,1325.04,RECOVERY_REMINDER,1325.04,ALTERNATIVE_PAYMENT,1325.04,0.0,False
EVT_00004758,2026-08-04 20:52:09,CHECKOUT_ABANDONMENT,9423.32,RECOVERY_REMINDER,9423.32,ALTERNATIVE_PAYMENT,9423.32,0.0,False
