event_id,action,allowed,policy_reason,simulated_success_probability,recovery_success,revenue_recovered,event_type,timestamp,customer_id,merchant_id,amount,currency,payment_method,device_type,payment_status,failure_type,retry_count,previous_attempt_hours,checkout_duration_seconds,payment_page_reached,payment_attempted,subscription_age_days,successful_cycles,failed_cycles,true_recovery_probability,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate_x,avg_transaction_amount_x,previous_recovery_success_rate,days_since_last_success,preferred_payment_method,merchant_category,merchant_size,avg_transaction_amount_y,historical_success_rate_y,historical_failure_rate,event_hour,day_of_week,month
EVT_00000055,RETRY_LATER,True,ALLOWED,0.47691,1,3842.3,SUBSCRIPTION_FAILURE,2026-08-23 06:26:38,CUS_000404,MER_00107,3842.3,INR,CARD,MOBILE,AT_RISK,,0,27.58,0,False,False,801,18,1,0.52691,1458,44,39,5,0.8864,4077.81,0.9587,33,UPI,E_COMMERCE,SMALL,15795.0,0.9309,0.0691,6,6,8
EVT_00000074,ALTERNATIVE_PAYMENT,True,ALLOWED,0.522409,1,2378.28,PAYMENT_FAILURE,2026-08-27 00:52:27,CUS_001294,MER_00158,2378.28,INR,UPI,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,1,12.11,0,False,False,0,0,0,0.342409,36,23,20,3,0.8696,3490.54,0.8211,85,CARD,SAAS,MEDIUM,23542.32,0.8428,0.1572,0,3,8
EVT_00000082,ALTERNATIVE_PAYMENT,True,ALLOWED,0.409527,1,22272.71,PAYMENT_FAILURE,2026-08-09 19:28:31,CUS_001253,MER_00133,22272.71,INR,WALLET,DESKTOP,FAILED,PAYMENT_LIMIT,3,33.01,0,False,False,0,0,0,0.229527,138,13,12,1,0.9231,18331.42,0.6694,61,UPI,TRAVEL,SMALL,4316.96,0.7958,0.2042,19,6,8
EVT_00000088,RETRY_LATER,True,ALLOWED,0.598018,1,1591.4,PAYMENT_FAILURE,2026-08-08 02:11:45,CUS_000716,MER_00148,1591.4,INR,NETBANKING,MOBILE,FAILED,TIMEOUT,1,42.56,0,False,False,0,0,0,0.578018,1204,37,35,2,0.9459,4243.52,0.8811,86,UPI,RETAIL,MEDIUM,1547.37,0.9811,0.0189,2,5,8
EVT_00000091,ALTERNATIVE_PAYMENT,True,ALLOWED,0.579171,1,9947.8,PAYMENT_FAILURE,2026-08-07 09:31:38,CUS_001550,MER_00017,9947.8,INR,UPI,DESKTOP,FAILED,PAYMENT_LIMIT,1,36.71,0,False,False,0,0,0,0.399171,36,51,50,1,0.9804,5233.18,0.9508,73,CARD,E_COMMERCE,SMALL,2871.65,0.97,0.03,9,4,8
EVT_00000092,RETRY_LATER,True,ALLOWED,0.287875,1,683.07,PAYMENT_FAILURE,2026-08-25 15:55:21,CUS_001358,MER_00198,683.07,INR,UPI,MOBILE,FAILED,ISSUER_DECLINE,0,21.23,0,False,False,0,0,0,0.337875,227,70,66,4,0.9429,1663.98,0.7809,38,NETBANKING,DIGITAL_SERVICES,SMALL,5306.23,0.9513,0.0487,15,1,8
EVT_00000094,RECOVERY_REMINDER,True,ALLOWED,0.232958,1,1075.61,PAYMENT_FAILURE,2026-08-05 09:30:04,CUS_001123,MER_00018,1075.61,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,65.69,0,False,False,0,0,0,0.212958,425,38,31,7,0.8158,2680.05,0.8659,29,UPI,E_COMMERCE,SMALL,8469.12,0.8917,0.1083,9,2,8
EVT_00000105,RETRY_LATER,True,ALLOWED,0.164094,1,17395.38,PAYMENT_FAILURE,2026-08-23 02:07:43,CUS_001935,MER_00005,17395.38,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,1,37.64,0,False,False,0,0,0,0.314094,245,15,12,3,0.8,10881.09,0.8536,39,WALLET,EDUCATION,SMALL,832.59,0.9375,0.0625,2,6,8
EVT_00000123,ALTERNATIVE_PAYMENT,True,ALLOWED,0.571971,1,7414.18,SUBSCRIPTION_FAILURE,2026-08-27 21:33:49,CUS_000083,MER_00100,7414.18,INR,UPI,DESKTOP,AT_RISK,,0,26.97,0,False,False,811,23,1,0.541971,266,26,23,3,0.8846,10450.19,0.7998,29,CARD,EDUCATION,MEDIUM,10164.26,0.9653,0.0347,21,3,8
EVT_00000130,RECOVERY_REMINDER,True,ALLOWED,0.200376,1,3059.95,PAYMENT_FAILURE,2026-08-29 21:12:00,CUS_001989,MER_00147,3059.95,INR,UPI,DESKTOP,FAILED,ISSUER_DECLINE,2,25.38,0,False,False,0,0,0,0.180376,339,33,29,4,0.8788,6266.07,0.8726,65,CARD,TRAVEL,MEDIUM,6423.31,0.8655,0.1345,21,5,8
EVT_00000137,HUMAN_ESCALATION,True,ALLOWED,0.122711,1,4792.11,PAYMENT_FAILURE,2026-08-12 13:56:31,CUS_001707,MER_00159,4792.11,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,2,58.01,0,False,False,0,0,0,0.222711,1475,13,11,2,0.8462,3730.13,0.8116,55,UPI,EDUCATION,MEDIUM,1436.79,0.8598,0.1402,13,2,8
EVT_00000139,ALTERNATIVE_PAYMENT,True,ALLOWED,0.317534,1,7210.91,SUBSCRIPTION_FAILURE,2026-08-02 23:12:41,CUS_001313,MER_00125,7210.91,INR,NETBANKING,MOBILE,AT_RISK,,0,36.06,0,False,False,89,22,3,0.287534,1176,74,63,11,0.8514,17446.51,0.8746,66,NETBANKING,E_COMMERCE,MEDIUM,4606.05,0.8105,0.1895,23,6,8
EVT_00000157,RECOVERY_REMINDER,True,ALLOWED,0.544375,1,4082.92,PAYMENT_FAILURE,2026-08-22 08:41:17,CUS_000250,MER_00083,4082.92,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,33.19,0,False,False,0,0,0,0.524375,91,34,25,9,0.7353,6015.41,0.836,32,UPI,FOOD_DELIVERY,MEDIUM,6899.34,0.9485,0.0515,8,5,8
EVT_00000170,RETRY_LATER,True,ALLOWED,0.706784,1,3435.59,CHECKOUT_ABANDONMENT,2026-08-21 18:05:33,CUS_001415,MER_00171,3435.59,INR,UPI,MOBILE,AT_RISK,,0,63.14,406,True,False,0,0,0,0.756784,889,48,44,4,0.9167,2447.31,0.8223,39,UPI,E_COMMERCE,SMALL,2134.84,0.9759,0.0241,18,4,8
EVT_00000192,ALTERNATIVE_PAYMENT,True,ALLOWED,0.270408,1,9264.34,PAYMENT_FAILURE,2026-08-07 13:37:01,CUS_001080,MER_00132,9264.34,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,61.63,0,False,False,0,0,0,0.240408,1259,36,32,4,0.8889,5444.67,0.4885,10,UPI,RETAIL,MEDIUM,27235.71,0.8482,0.1518,13,4,8
EVT_00000215,ALTERNATIVE_PAYMENT,True,ALLOWED,0.405885,1,8106.52,PAYMENT_FAILURE,2026-08-09 07:39:41,CUS_001342,MER_00169,8106.52,INR,UPI,MOBILE,FAILED,PAYMENT_LIMIT,3,29.07,0,False,False,0,0,0,0.225885,231,25,23,2,0.92,6527.18,0.9126,1,NETBANKING,FOOD_DELIVERY,SMALL,4115.41,0.9528,0.0472,7,6,8
EVT_00000219,RETRY_LATER,True,ALLOWED,0.727491,1,19584.46,CHECKOUT_ABANDONMENT,2026-08-24 09:38:07,CUS_000598,MER_00162,19584.46,INR,CARD,MOBILE,AT_RISK,,0,46.89,587,True,False,0,0,0,0.777491,1175,58,54,4,0.931,10090.5,0.8036,62,UPI,DIGITAL_SERVICES,LARGE,1610.3,0.8922,0.1078,9,0,8
EVT_00000231,RETRY_LATER,True,ALLOWED,0.232601,0,0.0,SUBSCRIPTION_FAILURE,2026-08-03 06:04:05,CUS_001241,MER_00130,3151.44,INR,UPI,TABLET,AT_RISK,,0,55.29,0,False,False,123,10,3,0.282601,777,17,14,3,0.8235,4723.67,0.8109,35,CARD,FOOD_DELIVERY,MEDIUM,2704.71,0.8833,0.1167,6,0,8
EVT_00000233,ALTERNATIVE_PAYMENT,True,ALLOWED,0.313408,1,7093.28,PAYMENT_FAILURE,2026-08-11 22:50:02,CUS_000450,MER_00043,7093.28,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,1,6.83,0,False,False,0,0,0,0.283408,451,14,12,2,0.8571,11690.76,0.7205,47,NETBANKING,TRAVEL,SMALL,10675.23,0.776,0.224,22,1,8
EVT_00000235,ALTERNATIVE_PAYMENT,True,ALLOWED,0.664097,1,8408.57,SUBSCRIPTION_FAILURE,2026-08-22 09:49:45,CUS_001069,MER_00128,8408.57,INR,CARD,DESKTOP,AT_RISK,,0,42.58,0,False,False,667,11,0,0.634097,520,12,10,2,0.8333,8413.44,0.7914,40,UPI,TRAVEL,LARGE,637.62,0.9635,0.0365,9,5,8
EVT_00000252,HUMAN_ESCALATION,True,ALLOWED,0.310019,1,4753.21,PAYMENT_FAILURE,2026-08-20 19:24:01,CUS_000177,MER_00117,4753.21,INR,NETBANKING,MOBILE,FAILED,TIMEOUT,2,17.5,0,False,False,0,0,0,0.410019,1084,9,7,2,0.7778,9528.72,0.6845,81,UPI,TRAVEL,SMALL,11500.96,0.8461,0.1539,19,3,8
EVT_00000254,ALTERNATIVE_PAYMENT,True,ALLOWED,0.297165,1,1302.17,PAYMENT_FAILURE,2026-08-08 11:26:44,CUS_000122,MER_00084,1302.17,INR,CARD,DESKTOP,FAILED,ISSUER_DECLINE,3,14.33,0,False,False,0,0,0,0.117165,1012,76,62,14,0.8158,1102.54,0.5619,17,UPI,SAAS,LARGE,2123.34,0.8109,0.1891,11,5,8
EVT_00000260,RETRY_LATER,True,ALLOWED,0.79799,1,10690.16,PAYMENT_FAILURE,2026-08-11 12:13:55,CUS_000018,MER_00186,10690.16,INR,CARD,MOBILE,FAILED,TIMEOUT,0,70.52,0,False,False,0,0,0,0.67799,218,58,56,2,0.9655,11967.93,0.7062,70,NETBANKING,SAAS,LARGE,6624.61,0.9305,0.0695,12,1,8
EVT_00000273,RETRY_LATER,True,ALLOWED,0.649182,1,1176.79,CHECKOUT_ABANDONMENT,2026-08-29 05:07:11,CUS_000529,MER_00133,1176.79,INR,CARD,MOBILE,AT_RISK,,0,36.35,49,True,False,0,0,0,0.699182,1375,7,7,0,1.0,1783.02,0.8108,70,UPI,TRAVEL,SMALL,4316.96,0.7958,0.2042,5,5,8
EVT_00000275,ALTERNATIVE_PAYMENT,True,ALLOWED,0.701323,1,1192.56,CHECKOUT_ABANDONMENT,2026-08-18 15:11:17,CUS_001812,MER_00192,1192.56,INR,UPI,MOBILE,AT_RISK,,0,17.0,152,True,False,0,0,0,0.671323,989,36,24,12,0.6667,1811.35,0.348,2,CARD,TRAVEL,MEDIUM,20196.01,0.9465,0.0535,15,1,8
EVT_00000278,RETRY_LATER,True,ALLOWED,0.744032,1,4748.86,PAYMENT_FAILURE,2026-08-04 15:05:53,CUS_000097,MER_00115,4748.86,INR,NETBANKING,MOBILE,FAILED,BANK_TECHNICAL_ERROR,0,58.72,0,False,False,0,0,0,0.624032,382,75,56,19,0.7467,5923.69,0.9288,65,WALLET,E_COMMERCE,MEDIUM,4625.14,0.9927,0.0073,15,1,8
EVT_00000282,RETRY_LATER,True,ALLOWED,0.637175,1,1453.31,CHECKOUT_ABANDONMENT,2026-08-29 07:14:59,CUS_000210,MER_00162,1453.31,INR,CARD,MOBILE,AT_RISK,,0,17.32,37,True,False,0,0,0,0.687175,1174,11,10,1,0.9091,2424.25,0.9132,15,NETBANKING,DIGITAL_SERVICES,LARGE,1610.3,0.8922,0.1078,7,5,8
EVT_00000288,RETRY_LATER,True,ALLOWED,0.397581,0,0.0,PAYMENT_FAILURE,2026-08-15 20:26:37,CUS_001024,MER_00122,2726.27,INR,NETBANKING,TABLET,FAILED,TIMEOUT,2,4.36,0,False,False,0,0,0,0.477581,1267,16,16,0,1.0,4490.48,0.9059,26,UPI,TRAVEL,LARGE,1261.74,0.7975,0.2025,20,5,8
EVT_00000299,RECOVERY_REMINDER,True,ALLOWED,0.593616,1,4674.0,PAYMENT_FAILURE,2026-08-06 09:28:45,CUS_001093,MER_00041,4674.0,INR,CARD,TABLET,FAILED,TIMEOUT,0,41.59,0,False,False,0,0,0,0.573616,1269,57,42,15,0.7368,4995.66,0.7941,80,CARD,TRAVEL,MEDIUM,3690.69,0.8746,0.1254,9,3,8
EVT_00000304,RETRY_LATER,False,RETRY_LIMIT_REACHED,0.0,0,0.0,PAYMENT_FAILURE,2026-08-16 12:17:08,CUS_000778,MER_00195,5760.44,INR,CARD,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,3,44.7,0,False,False,0,0,0,0.225382,204,72,63,9,0.875,3888.84,0.8504,80,CARD,TRAVEL,LARGE,10413.1,0.9379,0.0621,12,6,8
EVT_00000333,RECOVERY_REMINDER,True,ALLOWED,0.430369,1,2647.12,PAYMENT_FAILURE,2026-08-28 14:42:27,CUS_001322,MER_00124,2647.12,INR,CARD,MOBILE,FAILED,NETWORK_ERROR,2,39.17,0,False,False,0,0,0,0.410369,433,13,12,1,0.9231,1840.71,0.7559,7,UPI,TRAVEL,SMALL,2268.54,0.7268,0.2732,14,4,8
EVT_00000337,RETRY_LATER,True,ALLOWED,0.698678,1,1384.46,CHECKOUT_ABANDONMENT,2026-08-26 02:27:36,CUS_001322,MER_00056,1384.46,INR,UPI,MOBILE,AT_RISK,,0,55.49,535,True,False,0,0,0,0.748678,433,13,12,1,0.9231,1840.71,0.7559,7,UPI,SAAS,SMALL,1706.75,0.9351,0.0649,2,2,8
EVT_00000339,RETRY_LATER,True,ALLOWED,0.550659,1,5517.13,PAYMENT_FAILURE,2026-08-29 21:35:01,CUS_001813,MER_00126,5517.13,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,71.33,0,False,False,0,0,0,0.530659,1020,54,42,12,0.7778,6871.8,0.7329,36,UPI,DIGITAL_SERVICES,SMALL,2499.99,0.8824,0.1176,21,5,8
EVT_00000352,RETRY_LATER,True,ALLOWED,0.701206,1,1059.31,CHECKOUT_ABANDONMENT,2026-08-25 03:24:17,CUS_001218,MER_00042,1059.31,INR,UPI,DESKTOP,AT_RISK,,0,7.4,191,True,False,0,0,0,0.751206,1106,34,31,3,0.9118,2238.94,0.8444,64,NETBANKING,E_COMMERCE,SMALL,2406.16,0.9772,0.0228,3,1,8
EVT_00000353,RETRY_LATER,True,ALLOWED,0.640532,1,5508.83,CHECKOUT_ABANDONMENT,2026-08-10 04:43:34,CUS_001455,MER_00003,5508.83,INR,CARD,MOBILE,AT_RISK,,0,26.52,543,True,False,0,0,0,0.690532,871,65,50,15,0.7692,4953.92,0.6696,22,UPI,DIGITAL_SERVICES,SMALL,2951.94,0.8109,0.1891,4,0,8
EVT_00000370,RETRY_LATER,True,ALLOWED,0.253191,1,3208.09,PAYMENT_FAILURE,2026-08-05 03:33:39,CUS_001782,MER_00084,3208.09,INR,UPI,MOBILE,FAILED,ISSUER_DECLINE,0,65.23,0,False,False,0,0,0,0.303191,529,19,17,2,0.8947,5684.67,0.8465,76,CARD,SAAS,LARGE,2123.34,0.8109,0.1891,3,2,8
EVT_00000380,ALTERNATIVE_PAYMENT,True,ALLOWED,0.471516,1,3344.75,PAYMENT_FAILURE,2026-08-01 01:39:18,CUS_001807,MER_00048,3344.75,INR,UPI,TABLET,FAILED,BANK_TECHNICAL_ERROR,2,55.77,0,False,False,0,0,0,0.441516,42,9,7,2,0.7778,3772.28,0.8841,7,UPI,EDUCATION,MEDIUM,7641.54,0.8998,0.1002,1,5,8
EVT_00000385,ALTERNATIVE_PAYMENT,True,ALLOWED,0.810129,1,29917.74,CHECKOUT_ABANDONMENT,2026-08-01 11:27:05,CUS_000660,MER_00100,29917.74,INR,CARD,MOBILE,AT_RISK,,0,50.62,99,True,False,0,0,0,0.780129,453,13,13,0,1.0,9502.25,0.58,70,CARD,EDUCATION,MEDIUM,10164.26,0.9653,0.0347,11,5,8
EVT_00000394,ALTERNATIVE_PAYMENT,True,ALLOWED,0.487324,1,947.77,CHECKOUT_ABANDONMENT,2026-08-19 11:53:49,CUS_000687,MER_00155,947.77,INR,CARD,TABLET,AT_RISK,,0,43.57,120,False,False,0,0,0,0.457324,627,20,18,2,0.9,702.79,0.5097,70,WALLET,SAAS,SMALL,2912.27,0.843,0.157,11,2,8
EVT_00000395,ALTERNATIVE_PAYMENT,True,ALLOWED,0.31075,1,5246.71,PAYMENT_FAILURE,2026-08-02 22:17:07,CUS_001400,MER_00150,5246.71,INR,WALLET,MOBILE,FAILED,ISSUER_DECLINE,3,63.47,0,False,False,0,0,0,0.13075,470,58,50,8,0.8621,4862.91,0.9133,0,CARD,DIGITAL_SERVICES,LARGE,2957.32,0.8313,0.1687,22,6,8
EVT_00000399,RETRY_LATER,True,ALLOWED,0.681989,1,3885.6,CHECKOUT_ABANDONMENT,2026-08-08 09:48:39,CUS_001222,MER_00165,3885.6,INR,CARD,MOBILE,AT_RISK,,0,8.84,638,True,False,0,0,0,0.731989,843,20,18,2,0.9,4174.38,0.4407,83,UPI,SAAS,SMALL,10559.09,0.8386,0.1614,9,5,8
EVT_00000408,RECOVERY_REMINDER,True,ALLOWED,0.183487,1,3083.8,SUBSCRIPTION_FAILURE,2026-08-10 20:32:17,CUS_001815,MER_00004,3083.8,INR,CARD,DESKTOP,AT_RISK,,0,63.83,0,False,False,769,2,3,0.163487,1328,31,23,8,0.7419,4701.71,0.8099,23,UPI,EDUCATION,MEDIUM,2207.0,0.9735,0.0265,20,0,8
EVT_00000409,RETRY_LATER,True,ALLOWED,0.144337,1,5247.99,PAYMENT_FAILURE,2026-08-21 11:40:54,CUS_001441,MER_00019,5247.99,INR,CARD,DESKTOP,FAILED,PAYMENT_LIMIT,1,9.61,0,False,False,0,0,0,0.294337,1175,75,55,20,0.7333,6513.12,0.8884,62,CARD,FOOD_DELIVERY,MEDIUM,3617.98,0.9102,0.0898,11,4,8
EVT_00000455,RETRY_LATER,True,ALLOWED,0.151095,0,0.0,SUBSCRIPTION_FAILURE,2026-08-10 17:29:04,CUS_000847,MER_00062,7282.38,INR,UPI,MOBILE,AT_RISK,,0,59.49,0,False,False,181,3,3,0.201095,259,69,61,8,0.8841,5452.04,0.5548,61,NETBANKING,SAAS,SMALL,1825.36,0.9707,0.0293,17,0,8
EVT_00000457,RETRY_LATER,True,ALLOWED,0.044415,0,0.0,PAYMENT_FAILURE,2026-08-12 07:56:16,CUS_001652,MER_00129,1576.37,INR,UPI,DESKTOP,FAILED,PAYMENT_LIMIT,2,70.94,0,False,False,0,0,0,0.294415,56,6,6,0,1.0,4896.37,0.9532,75,CARD,TRAVEL,SMALL,6672.36,0.894,0.106,7,2,8
EVT_00000482,RETRY_LATER,True,ALLOWED,0.484485,1,5449.91,CHECKOUT_ABANDONMENT,2026-08-28 20:52:05,CUS_000778,MER_00079,5449.91,INR,UPI,MOBILE,AT_RISK,,0,62.85,863,False,False,0,0,0,0.534485,204,72,63,9,0.875,3888.84,0.8504,80,CARD,FOOD_DELIVERY,LARGE,412.23,0.9077,0.0923,20,4,8
EVT_00000497,RETRY_LATER,True,ALLOWED,0.127823,0,0.0,SUBSCRIPTION_FAILURE,2026-08-06 02:19:04,CUS_000403,MER_00135,3533.28,INR,CARD,MOBILE,AT_RISK,,0,53.84,0,False,False,774,1,3,0.177823,501,59,52,7,0.8814,4659.44,0.7415,32,UPI,FOOD_DELIVERY,SMALL,9749.43,0.833,0.167,2,3,8
EVT_00000517,ALTERNATIVE_PAYMENT,True,ALLOWED,0.596132,1,5808.8,SUBSCRIPTION_FAILURE,2026-08-26 07:32:22,CUS_001423,MER_00122,5808.8,INR,UPI,DESKTOP,AT_RISK,,0,12.59,0,False,False,239,14,0,0.566132,895,48,36,12,0.75,11474.58,0.7168,28,NETBANKING,TRAVEL,LARGE,1261.74,0.7975,0.2025,7,2,8
EVT_00000523,RETRY_LATER,False,RETRY_LIMIT_REACHED,0.0,0,0.0,PAYMENT_FAILURE,2026-08-21 10:04:51,CUS_000862,MER_00116,2427.26,INR,NETBANKING,DESKTOP,FAILED,INSUFFICIENT_BALANCE,3,32.78,0,False,False,0,0,0,0.184633,1393,74,67,7,0.9054,2810.9,0.832,42,WALLET,E_COMMERCE,SMALL,2851.89,0.9217,0.0783,10,4,8
EVT_00000527,ALTERNATIVE_PAYMENT,True,ALLOWED,0.465948,1,6567.81,PAYMENT_FAILURE,2026-08-06 14:01:44,CUS_001764,MER_00105,6567.81,INR,NETBANKING,MOBILE,FAILED,TIMEOUT,1,3.58,0,False,False,0,0,0,0.435948,914,51,29,22,0.5686,4186.42,0.6093,8,UPI,SAAS,LARGE,3288.97,0.911,0.089,14,3,8
EVT_00000531,RETRY_LATER,True,ALLOWED,0.144887,0,0.0,PAYMENT_FAILURE,2026-08-12 02:27:27,CUS_001162,MER_00092,24040.29,INR,WALLET,DESKTOP,FAILED,ISSUER_DECLINE,1,54.25,0,False,False,0,0,0,0.294887,763,71,67,4,0.9437,6158.92,0.982,88,UPI,E_COMMERCE,SMALL,2690.26,0.8466,0.1534,2,2,8
EVT_00000547,ALTERNATIVE_PAYMENT,True,ALLOWED,0.197017,1,1431.32,PAYMENT_FAILURE,2026-08-04 14:46:24,CUS_000461,MER_00126,1431.32,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,3,6.63,0,False,False,0,0,0,0.167017,1093,27,23,4,0.8519,1846.27,0.359,78,CARD,DIGITAL_SERVICES,SMALL,2499.99,0.8824,0.1176,14,1,8
EVT_00000564,ALTERNATIVE_PAYMENT,True,ALLOWED,0.636187,1,5569.08,SUBSCRIPTION_FAILURE,2026-08-29 11:03:44,CUS_000787,MER_00178,5569.08,INR,UPI,DESKTOP,AT_RISK,,0,11.88,0,False,False,891,13,0,0.606187,77,23,18,5,0.7826,3434.09,0.6769,6,CARD,EDUCATION,SMALL,7809.93,0.9459,0.0541,11,5,8
EVT_00000581,RETRY_LATER,True,ALLOWED,0.727343,1,9786.74,PAYMENT_FAILURE,2026-08-14 18:37:09,CUS_000369,MER_00069,9786.74,INR,UPI,MOBILE,FAILED,NETWORK_ERROR,0,12.05,0,False,False,0,0,0,0.607343,62,13,12,1,0.9231,3668.45,0.9021,59,UPI,E_COMMERCE,SMALL,12615.7,0.7608,0.2392,18,4,8
EVT_00000583,ALTERNATIVE_PAYMENT,True,ALLOWED,0.410425,1,723.45,PAYMENT_FAILURE,2026-08-27 13:25:02,CUS_001351,MER_00182,723.45,INR,NETBANKING,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,24.87,0,False,False,0,0,0,0.380425,118,13,11,2,0.8462,1543.21,0.6706,2,UPI,DIGITAL_SERVICES,SMALL,4671.98,0.9884,0.0116,13,3,8
EVT_00000611,ALTERNATIVE_PAYMENT,True,ALLOWED,0.490504,1,9815.59,PAYMENT_FAILURE,2026-08-02 13:24:05,CUS_001817,MER_00091,9815.59,INR,UPI,TABLET,FAILED,PAYMENT_LIMIT,2,47.43,0,False,False,0,0,0,0.310504,374,36,34,2,0.9444,13062.45,0.8863,33,CARD,EDUCATION,SMALL,20175.16,0.9906,0.0094,13,6,8
