event_id,event_type,timestamp,customer_id,merchant_id,amount,currency,payment_method,device_type,payment_status,failure_type,retry_count,previous_attempt_hours,checkout_duration_seconds,payment_page_reached,payment_attempted,subscription_age_days,successful_cycles,failed_cycles,true_recovery_probability,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,previous_recovery_success_rate,days_since_last_success,preferred_payment_method,merchant_category,merchant_size,avg_transaction_amount_merchant,historical_success_rate_merchant,historical_failure_rate,customer_success_rate,customer_avg_transaction_amount,merchant_success_rate,merchant_failure_rate,event_hour,day_of_week,month,log_amount,amount_per_customer_transaction,high_value,strong_customer_history,repeated_failure,failure_nonretryable,technical_failure,is_checkout,is_subscription,retry_pressure,value_ratio,customer_merchant_gap,high_value_x_history,failure_x_retry,engagement_score,chosen_action,chosen_probability,actual_recovered,intervention_cost,net_recovery,oracle_recovered,oracle_action
EVT_00010120,SUBSCRIPTION_FAILURE,2026-08-01 00:20:11,CUS_001288,MER_00059,13776.32,INR,CARD,MOBILE,AT_RISK,,0,71.56,0,False,False,552,4,1,0.430739,374,16,16,0,1.0,11312.53,0.8933,65,UPI,DIGITAL_SERVICES,SMALL,6166.34,0.923,0.07699999999999996,1.0,11312.53,0.923,0.07699999999999996,0,5,8,9.530779040892513,861.02,1,1,0,0,0,0,1,0.0,1.217685373177072,0.07699999999999996,1.0,0,0,ALTERNATIVE_PAYMENT,0.5016418191260481,0.0,20.0,-20.0,13776.32,RECOVERY_REMINDER
EVT_00075372,PAYMENT_FAILURE,2026-08-01 00:20:17,CUS_000861,MER_00093,3316.13,INR,CARD,MOBILE,FAILED,TIMEOUT,2,57.63,0,False,False,0,0,0,0.460746,1453,16,14,2,0.875,6823.78,0.7244,66,CARD,RETAIL,MEDIUM,968.76,0.94,0.06000000000000005,0.875,6823.78,0.94,0.06000000000000005,0,5,8,8.106855230220065,207.258125,0,0,1,0,1,0,0,0.11764705882352941,0.4858955160459385,-0.06499999999999995,0.0,0,0,ALTERNATIVE_PAYMENT,0.48122507349508953,0.0,20.0,-20.0,0.0,RETRY_LATER
EVT_00092226,CHECKOUT_ABANDONMENT,2026-08-01 00:22:41,CUS_000311,MER_00121,6453.2,INR,UPI,MOBILE,AT_RISK,,0,62.16,475,True,False,0,0,0,0.699507,1009,23,18,5,0.7826,3595.27,0.429,24,UPI,SAAS,SMALL,4761.05,0.8269,0.17310000000000003,0.7826,3595.27,0.8269,0.17310000000000003,0,5,8,8.772486360666015,280.5739130434782,0,0,0,0,0,1,0,0.0,1.7944147686352805,-0.044300000000000006,0.0,0,1,RECOVERY_REMINDER,0.8375653894857087,0.0,10.0,-10.0,6453.2,ALTERNATIVE_PAYMENT
EVT_00038693,CHECKOUT_ABANDONMENT,2026-08-01 00:26:00,CUS_000673,MER_00085,3728.03,INR,CARD,DESKTOP,AT_RISK,,0,21.76,819,True,True,0,0,0,0.738757,965,68,64,4,0.9412,2008.28,0.8641,64,NETBANKING,EDUCATION,SMALL,4896.74,0.8068,0.19320000000000004,0.9412,2008.28,0.8068,0.19320000000000004,0,5,8,8.223903425198753,54.8239705882353,0,1,0,0,0,1,0,0.0,1.855405916547221,0.13440000000000007,0.0,0,2,RECOVERY_REMINDER,0.8786649971124505,3728.03,10.0,3718.03,3728.03,RETRY_LATER
EVT_00065027,CHECKOUT_ABANDONMENT,2026-08-01 00:30:55,CUS_000130,MER_00003,3083.61,INR,CARD,MOBILE,AT_RISK,,0,12.34,118,True,False,0,0,0,0.6291,963,26,20,6,0.7692,3008.69,0.7995,77,UPI,DIGITAL_SERVICES,SMALL,2951.94,0.8109,0.18910000000000005,0.7692,3008.69,0.8109,0.18910000000000005,0,5,8,8.03418051019569,118.60038461538463,0,0,0,0,0,1,0,0.0,1.0245606690390041,-0.04169999999999996,0.0,0,1,RECOVERY_REMINDER,0.7982139546505161,3083.61,10.0,3073.61,3083.61,RETRY_LATER
EVT_00069984,PAYMENT_FAILURE,2026-08-01 00:33:31,CUS_001209,MER_00192,6486.38,INR,CARD,MOBILE,FAILED,NETWORK_ERROR,0,3.46,0,False,False,0,0,0,0.620263,448,34,30,4,0.8824,5844.84,0.7327,35,CARD,TRAVEL,MEDIUM,20196.01,0.9465,0.05349999999999999,0.8824,5844.84,0.9465,0.05349999999999999,0,5,8,8.777614030193243,190.77588235294118,0,0,0,0,1,0,0,0.0,1.1095719349144006,-0.06410000000000005,0.0,0,0,RETRY_LATER,0.7207801250827618,6486.38,5.0,6481.38,6486.38,RETRY_LATER
EVT_00034776,SUBSCRIPTION_FAILURE,2026-08-01 00:34:57,CUS_001691,MER_00056,3070.08,INR,UPI,DESKTOP,AT_RISK,,0,7.25,0,False,False,507,2,1,0.310449,1165,32,23,9,0.7188,2453.35,0.9243,33,CARD,SAAS,SMALL,1706.75,0.9351,0.06489999999999996,0.7188,2453.35,0.9351,0.06489999999999996,0,5,8,8.029784570248054,95.94,0,0,0,0,0,0,1,0.0,1.2508729398822498,-0.21630000000000005,0.0,0,0,ALTERNATIVE_PAYMENT,0.4195366860400491,0.0,20.0,-20.0,3070.08,RECOVERY_REMINDER
EVT_00090102,PAYMENT_FAILURE,2026-08-01 00:40:55,CUS_000024,MER_00123,9302.3,INR,UPI,MOBILE,FAILED,ISSUER_DECLINE,1,56.94,0,False,False,0,0,0,0.282477,1392,48,46,2,0.9583,5733.75,0.7514,51,UPI,EDUCATION,SMALL,1684.78,0.9279,0.07210000000000005,0.9583,5733.75,0.9279,0.07210000000000005,0,5,8,9.138124454910658,193.79791666666665,0,1,0,1,0,0,0,0.02040816326530612,1.622093378089716,0.030400000000000094,0.0,1,0,ALTERNATIVE_PAYMENT,0.46573607508446724,0.0,20.0,-20.0,9302.3,RECOVERY_REMINDER
EVT_00004698,CHECKOUT_ABANDONMENT,2026-08-01 00:41:42,CUS_001733,MER_00051,7279.45,INR,UPI,MOBILE,AT_RISK,,0,60.24,49,True,False,0,0,0,0.629724,1058,32,25,7,0.7812,7683.89,0.7343,22,UPI,EDUCATION,MEDIUM,3095.23,0.7393,0.26070000000000004,0.7812,7683.89,0.7393,0.26070000000000004,0,5,8,8.892947952467189,227.4828125,0,0,0,0,0,1,0,0.0,0.9472419253886523,0.04190000000000005,0.0,0,1,RECOVERY_REMINDER,0.785152919397817,7279.45,10.0,7269.45,7279.45,RETRY_LATER
EVT_00038370,SUBSCRIPTION_FAILURE,2026-08-01 00:42:22,CUS_000887,MER_00111,14322.67,INR,NETBANKING,MOBILE,AT_RISK,,0,20.88,0,False,False,332,2,1,0.384613,107,74,65,9,0.8784,10352.26,0.7681,88,UPI,SAAS,SMALL,5915.71,0.9052,0.0948,0.8784,10352.26,0.9052,0.0948,0,5,8,9.569668692595469,193.5495945945946,1,0,0,0,0,0,1,0.0,1.3833971135661618,-0.026800000000000046,0.8784,0,0,ALTERNATIVE_PAYMENT,0.48590408597333185,0.0,20.0,-20.0,14322.67,RETRY_LATER
EVT_00088877,PAYMENT_FAILURE,2026-08-01 00:47:43,CUS_000155,MER_00082,20596.15,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,1,57.62,0,False,False,0,0,0,0.31285,668,56,54,2,0.9643,27208.45,0.8072,16,UPI,DIGITAL_SERVICES,SMALL,5119.5,0.9572,0.04279999999999995,0.9643,27208.45,0.9572,0.04279999999999995,0,5,8,9.932907995691933,367.78839285714287,1,1,0,1,0,0,0,0.017543859649122806,0.7569484131432278,0.007099999999999995,0.9643,1,0,ALTERNATIVE_PAYMENT,0.5452123819410776,0.0,20.0,-20.0,0.0,ALTERNATIVE_PAYMENT
EVT_00025633,PAYMENT_FAILURE,2026-08-01 00:52:03,CUS_001481,MER_00195,1403.02,INR,UPI,DESKTOP,FAILED,ISSUER_DECLINE,2,47.14,0,False,False,0,0,0,0.178734,252,64,54,10,0.8438,1647.6,0.5511,46,UPI,TRAVEL,LARGE,10413.1,0.9379,0.062100000000000044,0.8438,1647.6,0.9379,0.062100000000000044,0,5,8,7.2470948294985424,21.9221875,0,0,1,1,0,0,0,0.03076923076923077,0.8510372437219459,-0.09409999999999996,0.0,2,0,ALTERNATIVE_PAYMENT,0.3761681005841513,1403.02,20.0,1383.02,1403.02,ALTERNATIVE_PAYMENT
EVT_00098495,CHECKOUT_ABANDONMENT,2026-08-01 00:54:03,CUS_000312,MER_00089,41889.65,INR,CARD,DESKTOP,AT_RISK,,0,0.08,743,False,False,0,0,0,0.664697,1018,6,6,0,1.0,13491.12,0.6282,54,WALLET,SAAS,MEDIUM,416.38,0.9005,0.09950000000000003,1.0,13491.12,0.9005,0.09950000000000003,0,5,8,10.642817930650487,6981.608333333334,1,1,0,0,0,1,0,0.0,3.104749290697088,0.09950000000000003,1.0,0,0,RECOVERY_REMINDER,0.7813662036239554,0.0,10.0,-10.0,41889.65,RETRY_LATER
EVT_00054661,CHECKOUT_ABANDONMENT,2026-08-01 00:55:30,CUS_001719,MER_00019,4168.79,INR,UPI,MOBILE,AT_RISK,,0,67.87,580,True,False,0,0,0,0.72962,637,54,46,8,0.8519,1627.69,0.5009,31,UPI,FOOD_DELIVERY,MEDIUM,3617.98,0.9102,0.08979999999999999,0.8519,1627.69,0.9102,0.08979999999999999,0,5,8,8.335620953812525,77.19981481481481,0,0,0,0,0,1,0,0.0,2.5595969767113447,-0.05830000000000002,0.0,0,1,RECOVERY_REMINDER,0.8646249270828555,4168.79,10.0,4158.79,4168.79,RETRY_LATER
EVT_00040156,PAYMENT_FAILURE,2026-08-01 00:59:51,CUS_001841,MER_00156,6540.09,INR,CARD,MOBILE,FAILED,TIMEOUT,2,60.94,0,False,False,0,0,0,0.39986,654,69,49,20,0.7101,5488.34,0.6999,5,UPI,FOOD_DELIVERY,MEDIUM,16696.36,0.898,0.10199999999999998,0.7101,5488.34,0.898,0.10199999999999998,0,5,8,8.785859097230565,94.78391304347826,0,0,1,0,1,0,0,0.02857142857142857,1.1914164544371455,-0.18790000000000007,0.0,0,0,ALTERNATIVE_PAYMENT,0.44319474166745376,0.0,20.0,-20.0,6540.09,RETRY_LATER
EVT_00066818,CHECKOUT_ABANDONMENT,2026-08-01 01:01:37,CUS_000058,MER_00088,4047.99,INR,UPI,MOBILE,AT_RISK,,0,56.29,703,True,False,0,0,0,0.677239,256,59,41,18,0.6949,6286.75,0.6576,44,CARD,SAAS,MEDIUM,2014.49,0.8916,0.10840000000000005,0.6949,6286.75,0.8916,0.10840000000000005,1,5,8,8.306222746283495,68.61,0,0,0,0,0,1,0,0.0,0.6437899089499424,-0.19669999999999999,0.0,0,1,RECOVERY_REMINDER,0.7716610617088829,0.0,10.0,-10.0,4047.99,ALTERNATIVE_PAYMENT
EVT_00086789,PAYMENT_FAILURE,2026-08-01 01:07:07,CUS_000881,MER_00177,2013.49,INR,CARD,DESKTOP,FAILED,TIMEOUT,2,67.22,0,False,False,0,0,0,0.401172,156,4,3,1,0.75,2530.13,0.6992,3,CARD,SAAS,SMALL,9080.37,0.8866,0.11339999999999995,0.75,2530.13,0.8866,0.11339999999999995,1,5,8,7.60812134060816,503.3725,0,0,1,0,1,0,0,0.4,0.7954905516508437,-0.13660000000000005,0.0,0,0,ALTERNATIVE_PAYMENT,0.44969366596930893,2013.49,20.0,1993.49,2013.49,ALTERNATIVE_PAYMENT
EVT_00037346,CHECKOUT_ABANDONMENT,2026-08-01 01:10:38,CUS_001494,MER_00173,9616.0,INR,WALLET,MOBILE,AT_RISK,,0,28.82,384,True,False,0,0,0,0.767502,519,59,55,4,0.9322,13941.31,0.7064,22,CARD,DIGITAL_SERVICES,MEDIUM,866.54,0.9435,0.056499999999999995,0.9322,13941.31,0.9435,0.056499999999999995,1,5,8,9.171287644712482,162.98305084745763,0,1,0,0,0,1,0,0.0,0.6896991961877192,-0.011299999999999977,0.0,0,1,RECOVERY_REMINDER,0.9030002307765582,9616.0,10.0,9606.0,9616.0,RETRY_LATER
EVT_00033396,PAYMENT_FAILURE,2026-08-01 01:10:56,CUS_000723,MER_00185,3149.7,INR,NETBANKING,MOBILE,FAILED,PAYMENT_LIMIT,3,70.21,0,False,False,0,0,0,0.235631,1272,9,9,0,1.0,1404.35,0.7121,86,NETBANKING,TRAVEL,SMALL,6499.82,0.9334,0.06659999999999999,1.0,1404.35,0.9334,0.06659999999999999,1,5,8,8.055379929354201,349.96666666666664,0,1,1,1,0,0,0,0.3,2.241221048137475,0.06659999999999999,0.0,3,0,ALTERNATIVE_PAYMENT,0.37337456308709466,0.0,20.0,-20.0,0.0,ALTERNATIVE_PAYMENT
EVT_00051501,PAYMENT_FAILURE,2026-08-01 01:18:24,CUS_000367,MER_00146,6711.64,INR,NETBANKING,MOBILE,FAILED,NETWORK_ERROR,1,21.5,0,False,False,0,0,0,0.528296,720,27,24,3,0.8889,8749.36,0.5481,10,UPI,RETAIL,LARGE,2271.18,0.8973,0.10270000000000001,0.8889,8749.36,0.8973,0.10270000000000001,1,5,8,8.811747595210425,248.57925925925926,0,0,0,0,1,0,0,0.03571428571428571,0.7670130143216964,-0.008399999999999963,0.0,0,0,ALTERNATIVE_PAYMENT,0.5410617568541279,0.0,20.0,-20.0,0.0,RETRY_LATER
EVT_00060629,PAYMENT_FAILURE,2026-08-01 01:22:46,CUS_000456,MER_00001,21415.6,INR,NETBANKING,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,3,46.13,0,False,False,0,0,0,0.260147,846,38,33,5,0.8684,18918.89,0.7955,57,CARD,FOOD_DELIVERY,SMALL,6229.18,0.9913,0.008700000000000041,0.8684,18918.89,0.9913,0.008700000000000041,1,5,8,9.971921601244045,563.5684210526315,1,0,1,1,0,0,0,0.07692307692307693,1.1319093292825697,-0.12290000000000001,0.8684,3,0,ALTERNATIVE_PAYMENT,0.4110726064509982,0.0,20.0,-20.0,0.0,ALTERNATIVE_PAYMENT
EVT_00075339,PAYMENT_FAILURE,2026-08-01 01:24:43,CUS_001257,MER_00139,5028.41,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,2,54.07,0,False,False,0,0,0,0.465991,356,14,11,3,0.7857,3472.53,0.5148,24,CARD,FOOD_DELIVERY,SMALL,4070.36,0.9874,0.012599999999999945,0.7857,3472.53,0.9874,0.012599999999999945,1,5,8,8.52305795999138,359.17214285714283,0,0,1,0,1,0,0,0.13333333333333333,1.4476368420598065,-0.2017000000000001,0.0,0,0,RECOVERY_REMINDER,0.4651187213002722,0.0,10.0,-10.0,0.0,RETRY_LATER
EVT_00087914,SUBSCRIPTION_FAILURE,2026-08-01 01:25:05,CUS_001815,MER_00080,3045.92,INR,CARD,DESKTOP,AT_RISK,,0,54.08,0,False,False,765,23,3,0.2699,1328,31,23,8,0.7419,4701.71,0.8099,23,UPI,EDUCATION,SMALL,3258.46,0.9582,0.04179999999999995,0.7419,4701.71,0.9582,0.04179999999999995,1,5,8,8.021886523307916,98.25548387096775,0,0,0,0,0,0,1,0.0,0.6476946271405211,-0.21630000000000005,0.0,0,0,ALTERNATIVE_PAYMENT,0.34938093083767047,0.0,20.0,-20.0,3045.92,RECOVERY_REMINDER
EVT_00064059,PAYMENT_FAILURE,2026-08-01 01:28:42,CUS_000307,MER_00109,1616.02,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,0,2.5,0,False,False,0,0,0,0.675728,474,26,25,1,0.9615,3021.5,0.7772,89,NETBANKING,E_COMMERCE,SMALL,4316.36,0.9135,0.08650000000000002,0.9615,3021.5,0.9135,0.08650000000000002,1,5,8,7.388340228084414,62.15461538461538,0,1,0,0,1,0,0,0.0,0.5346633581472291,0.04800000000000004,0.0,0,0,RETRY_LATER,0.786584037090001,1616.02,5.0,1611.02,1616.02,RETRY_LATER
EVT_00068364,PAYMENT_FAILURE,2026-08-01 01:30:15,CUS_000649,MER_00193,17424.15,INR,CARD,DESKTOP,FAILED,EXPIRED_PAYMENT_METHOD,2,46.01,0,False,False,0,0,0,0.338943,1441,74,68,6,0.9189,13142.69,0.7317,83,WALLET,DIGITAL_SERVICES,MEDIUM,8184.15,0.9805,0.019499999999999962,0.9189,13142.69,0.9805,0.019499999999999962,1,5,8,9.76566984391305,235.4614864864865,1,1,1,1,0,0,0,0.02666666666666667,1.3256665365662155,-0.06159999999999999,0.9189,2,0,ALTERNATIVE_PAYMENT,0.4762050055663355,17424.15,20.0,17404.15,17424.15,ALTERNATIVE_PAYMENT
EVT_00033170,PAYMENT_FAILURE,2026-08-01 01:39:07,CUS_001507,MER_00158,7138.54,INR,UPI,MOBILE,FAILED,NETWORK_ERROR,0,43.52,0,False,False,0,0,0,0.606799,1373,67,60,7,0.8955,3107.85,0.6846,86,CARD,SAAS,MEDIUM,23542.32,0.8428,0.1572,0.8955,3107.85,0.8428,0.1572,1,5,8,8.873403627487892,106.54537313432836,0,0,0,0,1,0,0,0.0,2.296199559322579,0.05269999999999997,0.0,0,0,RETRY_LATER,0.7284752774978572,7138.54,5.0,7133.54,7138.54,RETRY_LATER
EVT_00000380,PAYMENT_FAILURE,2026-08-01 01:39:18,CUS_001093,MER_00080,8353.35,INR,UPI,DESKTOP,FAILED,BANK_TECHNICAL_ERROR,1,64.39,0,False,False,0,0,0,0.537503,1269,57,42,15,0.7368,4995.66,0.7941,80,CARD,EDUCATION,SMALL,3258.46,0.9582,0.04179999999999995,0.7368,4995.66,0.9582,0.04179999999999995,1,5,8,9.030537640277181,146.55,0,0,0,0,1,0,0,0.017241379310344827,1.6717867535513724,-0.22140000000000004,0.0,0,0,RETRY_LATER,0.5483431172291932,8353.35,5.0,8348.35,8353.35,RETRY_LATER
EVT_00031737,CHECKOUT_ABANDONMENT,2026-08-01 01:40:49,CUS_001682,MER_00146,5217.23,INR,UPI,DESKTOP,AT_RISK,,0,62.1,273,True,False,0,0,0,0.671519,48,3,2,1,0.6667,6638.68,0.5715,79,CARD,RETAIL,LARGE,2271.18,0.8973,0.10270000000000001,0.6667,6638.68,0.8973,0.10270000000000001,1,5,8,8.559913542916137,1739.0766666666666,0,0,0,0,0,1,0,0.0,0.7857652778447153,-0.23060000000000003,0.0,0,1,RECOVERY_REMINDER,0.7965508238924349,5217.23,10.0,5207.23,5217.23,RETRY_LATER
EVT_00006176,PAYMENT_FAILURE,2026-08-01 01:41:42,CUS_001756,MER_00136,6949.68,INR,UPI,DESKTOP,FAILED,TIMEOUT,2,0.88,0,False,False,0,0,0,0.524644,499,26,26,0,1.0,5623.73,0.6632,70,CARD,TRAVEL,MEDIUM,1391.97,0.9802,0.01980000000000004,1.0,5623.73,0.9802,0.01980000000000004,1,5,8,8.846594775499266,267.29538461538465,0,1,1,0,1,0,0,0.07407407407407407,1.2355579734493924,0.01980000000000004,0.0,0,0,ALTERNATIVE_PAYMENT,0.6211696364493414,0.0,20.0,-20.0,0.0,RETRY_LATER
EVT_00087880,CHECKOUT_ABANDONMENT,2026-08-01 01:55:12,CUS_000873,MER_00190,2037.44,INR,NETBANKING,MOBILE,AT_RISK,,0,50.06,364,True,False,0,0,0,0.76248,197,65,61,4,0.9385,2997.26,0.8524,75,CARD,RETAIL,MEDIUM,2490.76,0.9915,0.008499999999999952,0.9385,2997.26,0.9915,0.008499999999999952,1,5,8,7.61994008841922,31.34523076923077,0,1,0,0,0,1,0,0.0,0.6795408003308585,-0.05300000000000005,0.0,0,1,RECOVERY_REMINDER,0.9123852691175335,2037.44,10.0,2027.44,2037.44,RETRY_LATER
EVT_00087898,PAYMENT_FAILURE,2026-08-01 01:59:43,CUS_001139,MER_00176,2832.64,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,0,69.44,0,False,False,0,0,0,0.620289,1123,38,30,8,0.7895,2733.61,0.4813,18,UPI,FOOD_DELIVERY,SMALL,1683.95,0.9165,0.08350000000000002,0.7895,2733.61,0.9165,0.08350000000000002,1,5,8,7.949317383247399,74.54315789473684,0,0,0,0,1,0,0,0.0,1.0358478905584343,-0.127,0.0,0,0,RETRY_LATER,0.7359999539513415,2832.64,5.0,2827.64,2832.64,RETRY_LATER
EVT_00067300,PAYMENT_FAILURE,2026-08-01 02:01:37,CUS_000449,MER_00196,8203.43,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,43.55,0,False,False,0,0,0,0.369879,795,62,50,12,0.8065,8065.68,0.6895,53,WALLET,SAAS,SMALL,9200.06,0.9131,0.08689999999999998,0.8065,8065.68,0.9131,0.08689999999999998,2,5,8,9.012429531275584,132.3133870967742,0,0,0,1,0,0,0,0.0,1.0169524513182622,-0.10660000000000003,0.0,0,0,ALTERNATIVE_PAYMENT,0.41569608879861136,8203.43,20.0,8183.43,8203.43,ALTERNATIVE_PAYMENT
