event_id,action,allowed,policy_reason,simulated_success_probability,recovery_success,revenue_recovered,event_type,timestamp,customer_id,merchant_id,amount,currency,payment_method,device_type,payment_status,failure_type,retry_count,previous_attempt_hours,checkout_duration_seconds,payment_page_reached,payment_attempted,subscription_age_days,successful_cycles,failed_cycles,true_recovery_probability,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,previous_recovery_success_rate,days_since_last_success,preferred_payment_method,merchant_category,merchant_size,avg_transaction_amount_merchant,historical_success_rate_merchant,historical_failure_rate,event_hour,day_of_week,month,log_amount,customer_success_rate,customer_avg_transaction_amount,merchant_success_rate,amount_per_customer_transaction,high_value,strong_customer_history,repeated_failure,chosen_action,chosen_probability,chosen_net_value,decision_explanation,actual_recovered
EVT_00004634,ALTERNATIVE_PAYMENT,True,ALLOWED,0.66772,1,1727.11,SUBSCRIPTION_FAILURE,2026-08-08 12:50:20,CUS_001838,MER_00019,1727.11,INR,UPI,MOBILE,AT_RISK,,0,21.99,0,False,False,576,9,0,0.63772,477,48,44,4,0.9167,1893.32,0.5146,38,UPI,FOOD_DELIVERY,MEDIUM,3617.98,0.9102,0.0898,12,5,8,7.454783604745361,0.9167,1893.32,0.9102,35.98145833333333,0,1,0,ALTERNATIVE_PAYMENT,0.5857126808147097,1006.5902281618933,alternative payment has strongest net expected value; strong customer payment history,1727.11
EVT_00003216,ALTERNATIVE_PAYMENT,True,ALLOWED,0.311716,0,0.0,SUBSCRIPTION_FAILURE,2026-08-27 19:14:40,CUS_000304,MER_00140,4335.57,INR,NETBANKING,DESKTOP,AT_RISK,,0,38.69,0,False,False,586,4,2,0.281716,1347,70,63,7,0.9,6407.5,0.5711,83,UPI,EDUCATION,MEDIUM,8286.12,0.9696,0.0304,19,3,8,8.37483899204427,0.9,6407.5,0.9696,61.93671428571428,0,1,0,RECOVERY_REMINDER,0.4534857831051478,1964.1193566571856,reminder has strong predicted recovery value; strong customer payment history,0.0
EVT_00000698,ALTERNATIVE_PAYMENT,True,ALLOWED,0.419928,0,0.0,PAYMENT_FAILURE,2026-08-08 15:32:50,CUS_000670,MER_00128,36193.4,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,1,29.44,0,False,False,0,0,0,0.389928,224,77,68,9,0.8831,54872.69,0.6093,55,CARD,TRAVEL,LARGE,637.62,0.9635,0.0365,15,5,8,10.496659689714585,0.8831,54872.69,0.9635,470.04415584415585,1,0,0,HUMAN_ESCALATION,0.4755785643881433,16962.805212325824,high-value case eligible for human escalation; high-value transaction,36193.4
EVT_00009650,ALTERNATIVE_PAYMENT,True,ALLOWED,0.787543,1,3545.46,CHECKOUT_ABANDONMENT,2026-08-18 03:17:45,CUS_000346,MER_00172,3545.46,INR,CARD,DESKTOP,AT_RISK,,0,49.69,893,True,False,0,0,0,0.757543,406,21,21,0,1.0,6624.69,0.945,55,UPI,E_COMMERCE,SMALL,8580.85,0.8235,0.1765,3,1,8,8.173705201853032,1.0,6624.69,0.8235,168.83142857142857,0,1,0,RECOVERY_REMINDER,0.9120803384474678,3231.7443567519595,reminder has strong predicted recovery value; strong customer payment history,3545.46
EVT_00009450,ALTERNATIVE_PAYMENT,True,ALLOWED,0.528375,0,0.0,PAYMENT_FAILURE,2026-08-08 12:11:48,CUS_001834,MER_00144,4103.08,INR,CARD,DESKTOP,FAILED,TIMEOUT,1,8.89,0,False,False,0,0,0,0.498375,135,53,42,11,0.7925,4402.57,0.7637,30,CARD,E_COMMERCE,SMALL,11138.28,0.8359,0.1641,12,5,8,8.319736879838004,0.7925,4402.57,0.8359,77.41660377358491,0,0,0,RETRY_LATER,0.49933819296451615,2047.824552788847,delayed retry has strong predicted recovery value; decision margin is narrow,0.0
EVT_00009004,ALTERNATIVE_PAYMENT,True,ALLOWED,0.58941,1,2256.61,SUBSCRIPTION_FAILURE,2026-08-27 19:31:09,CUS_000401,MER_00160,2256.61,INR,CARD,MOBILE,AT_RISK,,0,25.58,0,False,False,258,19,1,0.55941,1497,1,1,0,1.0,1695.98,0.6042,63,NETBANKING,RETAIL,MEDIUM,70458.78,0.9015,0.0985,19,3,8,7.722062010571376,1.0,1695.98,0.9015,2256.61,0,1,0,RECOVERY_REMINDER,0.5774117102244306,1300.9930394095525,reminder has strong predicted recovery value; strong customer payment history,0.0
EVT_00001297,ALTERNATIVE_PAYMENT,True,ALLOWED,0.445539,1,9399.55,PAYMENT_FAILURE,2026-08-22 20:02:18,CUS_001911,MER_00196,9399.55,INR,UPI,DESKTOP,FAILED,PAYMENT_LIMIT,2,55.95,0,False,False,0,0,0,0.265539,139,19,16,3,0.8421,9054.19,0.5551,35,UPI,SAAS,SMALL,9200.06,0.9131,0.0869,20,5,8,9.148523477184712,0.8421,9054.19,0.9131,494.7131578947368,0,0,1,ALTERNATIVE_PAYMENT,0.40334620049074643,3786.2727788227953,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,9399.55
EVT_00000254,ALTERNATIVE_PAYMENT,True,ALLOWED,0.297165,1,1302.17,PAYMENT_FAILURE,2026-08-08 11:26:44,CUS_000122,MER_00084,1302.17,INR,CARD,DESKTOP,FAILED,ISSUER_DECLINE,3,14.33,0,False,False,0,0,0,0.117165,1012,76,62,14,0.8158,1102.54,0.5619,17,UPI,SAAS,LARGE,2123.34,0.8109,0.1891,11,5,8,7.172555036765038,0.8158,1102.54,0.8109,17.133815789473687,0,0,1,ALTERNATIVE_PAYMENT,0.38531579154284484,496.7466642733463,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,1302.17
EVT_00006715,ALTERNATIVE_PAYMENT,True,ALLOWED,0.671928,1,6079.33,PAYMENT_FAILURE,2026-08-18 03:23:43,CUS_000625,MER_00098,6079.33,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,0,22.98,0,False,False,0,0,0,0.641928,918,73,62,11,0.8493,3465.28,0.6569,13,CARD,DIGITAL_SERVICES,SMALL,599.1,0.88,0.12,3,1,8,8.712814249803095,0.8493,3465.28,0.88,83.27849315068494,0,0,0,RETRY_LATER,0.6478593108049341,3937.55054395576,delayed retry has strong predicted recovery value,0.0
EVT_00005391,ALTERNATIVE_PAYMENT,True,ALLOWED,0.300303,0,0.0,SUBSCRIPTION_FAILURE,2026-08-08 11:14:50,CUS_000210,MER_00078,842.41,INR,UPI,MOBILE,AT_RISK,,0,65.25,0,False,False,312,5,2,0.270303,1174,11,10,1,0.9091,2424.25,0.9132,15,NETBANKING,E_COMMERCE,LARGE,10945.16,0.9248,0.0752,11,5,8,6.737453198012385,0.9091,2424.25,0.9248,76.58272727272727,0,1,0,RECOVERY_REMINDER,0.43446743126949605,363.99970877573617,reminder has strong predicted recovery value; strong customer payment history,0.0
EVT_00002070,ALTERNATIVE_PAYMENT,True,ALLOWED,0.236123,0,0.0,PAYMENT_FAILURE,2026-08-27 20:10:44,CUS_000815,MER_00082,17828.47,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,3,68.86,0,False,False,0,0,0,0.206123,1173,16,14,2,0.875,6676.95,0.7971,32,CARD,DIGITAL_SERVICES,SMALL,5119.5,0.9572,0.0428,20,3,8,9.788607985233106,0.875,6676.95,0.9572,1114.279375,1,0,1,ALTERNATIVE_PAYMENT,0.2891489450293872,5150.0832919880795,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority; high-value transaction,0.0
EVT_00007473,ALTERNATIVE_PAYMENT,True,ALLOWED,0.491025,1,1148.19,CHECKOUT_ABANDONMENT,2026-08-08 11:09:54,CUS_001304,MER_00036,1148.19,INR,UPI,DESKTOP,AT_RISK,,0,13.61,402,False,False,0,0,0,0.461025,1346,22,18,4,0.8182,1237.21,0.843,37,UPI,SAAS,MEDIUM,1103.05,0.7,0.3,11,5,8,7.04681262536174,0.8182,1237.21,0.7,52.19045454545455,0,0,0,RECOVERY_REMINDER,0.7199743764438189,824.6673792890284,reminder has strong predicted recovery value,0.0
EVT_00006441,ALTERNATIVE_PAYMENT,True,ALLOWED,0.672919,1,3015.75,PAYMENT_FAILURE,2026-08-18 03:29:29,CUS_000344,MER_00157,3015.75,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,0,33.79,0,False,False,0,0,0,0.642919,787,59,52,7,0.8814,3190.86,0.8317,55,WALLET,E_COMMERCE,MEDIUM,5657.2,0.8635,0.1365,3,1,8,8.01193537195371,0.8814,3190.86,0.8635,51.11440677966102,0,0,0,RETRY_LATER,0.6566013517485026,1979.1455265355469,delayed retry has strong predicted recovery value,3015.75
EVT_00005412,ALTERNATIVE_PAYMENT,True,ALLOWED,0.779945,1,1875.16,CHECKOUT_ABANDONMENT,2026-08-08 11:09:30,CUS_001868,MER_00118,1875.16,INR,WALLET,MOBILE,AT_RISK,,0,23.25,553,True,False,0,0,0,0.749945,1147,65,60,5,0.9231,776.29,0.9324,16,CARD,E_COMMERCE,MEDIUM,1563.87,0.9374,0.0626,11,5,8,7.53698241377585,0.9231,776.29,0.9374,28.848615384615385,0,1,0,RECOVERY_REMINDER,0.8763502872419117,1641.2970046245432,reminder has strong predicted recovery value; strong customer payment history,1875.16
EVT_00000123,ALTERNATIVE_PAYMENT,True,ALLOWED,0.571971,1,7414.18,SUBSCRIPTION_FAILURE,2026-08-27 21:33:49,CUS_000083,MER_00100,7414.18,INR,UPI,DESKTOP,AT_RISK,,0,26.97,0,False,False,811,23,1,0.541971,266,26,23,3,0.8846,10450.19,0.7998,29,CARD,EDUCATION,MEDIUM,10164.26,0.9653,0.0347,21,3,8,8.9112845293954,0.8846,10450.19,0.9653,285.16076923076923,0,0,0,ALTERNATIVE_PAYMENT,0.516539269587427,3824.71512178971,alternative payment has strongest net expected value,7414.18
EVT_00004539,ALTERNATIVE_PAYMENT,True,ALLOWED,0.755433,1,10613.54,CHECKOUT_ABANDONMENT,2026-08-08 12:42:58,CUS_000433,MER_00154,10613.54,INR,NETBANKING,MOBILE,AT_RISK,,0,6.24,879,True,False,0,0,0,0.725433,1244,13,10,3,0.7692,6498.97,0.8171,87,CARD,E_COMMERCE,SMALL,7670.89,0.9583,0.0417,12,5,8,9.269980038294934,0.7692,6498.97,0.9583,816.426153846154,1,0,0,RECOVERY_REMINDER,0.8430495889867081,8945.740534693987,reminder has strong predicted recovery value; high-value transaction,10613.54
EVT_00003136,ALTERNATIVE_PAYMENT,True,ALLOWED,0.616921,0,0.0,PAYMENT_FAILURE,2026-08-08 11:09:28,CUS_000362,MER_00184,3932.33,INR,UPI,DESKTOP,FAILED,TIMEOUT,1,53.81,0,False,False,0,0,0,0.586921,1339,60,58,2,0.9667,1743.16,0.8537,30,UPI,E_COMMERCE,MEDIUM,7360.37,0.9586,0.0414,11,5,8,8.27724167432766,0.9667,1743.16,0.9586,65.53883333333333,0,1,0,RETRY_LATER,0.5693772546959532,2237.9792599585376,delayed retry has strong predicted recovery value; strong customer payment history; decision margin is narrow,0.0
EVT_00007349,ALTERNATIVE_PAYMENT,True,ALLOWED,0.480553,0,0.0,PAYMENT_FAILURE,2026-08-18 00:58:29,CUS_000073,MER_00039,5230.5,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,2,58.84,0,False,False,0,0,0,0.450553,710,32,27,5,0.8438,1941.84,0.5828,55,CARD,DIGITAL_SERVICES,SMALL,6776.92,0.7982,0.2018,0,1,8,8.562453322821103,0.8438,1941.84,0.7982,163.453125,0,0,1,ALTERNATIVE_PAYMENT,0.44519898248192713,2323.6132778717197,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,0.0
EVT_00008498,ALTERNATIVE_PAYMENT,True,ALLOWED,0.51765,0,0.0,PAYMENT_FAILURE,2026-08-08 15:48:19,CUS_000086,MER_00126,20599.36,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,0,9.78,0,False,False,0,0,0,0.33765,1059,52,44,8,0.8462,6822.1,0.6468,32,UPI,DIGITAL_SERVICES,SMALL,2499.99,0.8824,0.1176,15,5,8,9.93306383035313,0.8462,6822.1,0.8824,396.14153846153846,1,0,0,ALTERNATIVE_PAYMENT,0.5669682407479874,11674.182899734462,alternative payment has strongest net expected value; high-value transaction,0.0
EVT_00002339,ALTERNATIVE_PAYMENT,True,ALLOWED,0.596492,0,0.0,PAYMENT_FAILURE,2026-08-17 22:29:32,CUS_001408,MER_00123,663.09,INR,CARD,DESKTOP,FAILED,BANK_TECHNICAL_ERROR,1,62.73,0,False,False,0,0,0,0.566492,1315,51,45,6,0.8824,2131.34,0.8473,20,NETBANKING,EDUCATION,SMALL,1684.78,0.9279,0.0721,22,0,8,6.498417682460099,0.8824,2131.34,0.9279,13.001764705882353,0,0,0,RETRY_LATER,0.5408541097504195,357.6349516344057,delayed retry has strong predicted recovery value; decision margin is narrow,0.0
EVT_00006314,ALTERNATIVE_PAYMENT,True,ALLOWED,0.295675,0,0.0,PAYMENT_FAILURE,2026-08-08 20:32:06,CUS_000074,MER_00117,1552.81,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,3,21.32,0,False,False,0,0,0,0.115675,220,28,22,6,0.7857,2562.94,0.6765,87,WALLET,TRAVEL,SMALL,11500.96,0.8461,0.1539,20,5,8,7.3484652583303385,0.7857,2562.94,0.8461,55.457499999999996,0,0,1,ALTERNATIVE_PAYMENT,0.3922530951619326,604.0945286984005,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,0.0
EVT_00003109,ALTERNATIVE_PAYMENT,True,ALLOWED,0.542228,1,4022.23,SUBSCRIPTION_FAILURE,2026-08-08 19:47:32,CUS_000156,MER_00186,4022.23,INR,UPI,MOBILE,AT_RISK,,0,53.74,0,False,False,281,13,1,0.512228,1003,39,33,6,0.8462,6276.8,0.6529,0,NETBANKING,SAAS,LARGE,6624.61,0.9305,0.0695,19,5,8,8.299840341580799,0.8462,6276.8,0.9305,103.13410256410256,0,0,0,ALTERNATIVE_PAYMENT,0.5642282967577819,2264.455982068053,alternative payment has strongest net expected value,4022.23
EVT_00000583,ALTERNATIVE_PAYMENT,True,ALLOWED,0.410425,1,723.45,PAYMENT_FAILURE,2026-08-27 13:25:02,CUS_001351,MER_00182,723.45,INR,NETBANKING,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,24.87,0,False,False,0,0,0,0.380425,118,13,11,2,0.8462,1543.21,0.6706,2,UPI,DIGITAL_SERVICES,SMALL,4671.98,0.9884,0.0116,13,3,8,6.585412746266731,0.8462,1543.21,0.9884,55.650000000000006,0,0,0,ALTERNATIVE_PAYMENT,0.4906377595071941,349.9518871154796,alternative payment has strongest net expected value,723.45
EVT_00004900,ALTERNATIVE_PAYMENT,True,ALLOWED,0.394599,0,0.0,PAYMENT_FAILURE,2026-08-22 22:49:01,CUS_000324,MER_00053,5464.38,INR,CARD,DESKTOP,FAILED,NETWORK_ERROR,3,63.24,0,False,False,0,0,0,0.364599,1376,52,47,5,0.9038,6682.24,0.5829,78,UPI,E_COMMERCE,SMALL,2869.11,0.924,0.076,22,5,8,8.606188931587631,0.9038,6682.24,0.924,105.08423076923077,0,1,1,ALTERNATIVE_PAYMENT,0.39558914564114006,2156.649415658533,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority; strong customer payment history,0.0
EVT_00002499,ALTERNATIVE_PAYMENT,True,ALLOWED,0.769444,0,0.0,CHECKOUT_ABANDONMENT,2026-08-08 19:37:08,CUS_000367,MER_00070,12937.09,INR,UPI,DESKTOP,AT_RISK,,0,54.77,247,True,True,0,0,0,0.739444,720,27,24,3,0.8889,8749.36,0.5481,10,UPI,DIGITAL_SERVICES,SMALL,32979.79,0.7942,0.2058,19,5,8,9.467930952832635,0.8889,8749.36,0.7942,479.1514814814815,1,0,0,RECOVERY_REMINDER,0.8803449644679988,11387.102036369302,reminder has strong predicted recovery value; high-value transaction,12937.09
EVT_00009601,ALTERNATIVE_PAYMENT,True,ALLOWED,0.624664,1,3858.94,PAYMENT_FAILURE,2026-08-17 23:04:13,CUS_001648,MER_00199,3858.94,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,29.27,0,False,False,0,0,0,0.594664,1005,48,45,3,0.9375,3549.38,0.7651,28,UPI,SAAS,SMALL,1416.06,0.9293,0.0707,23,0,8,8.258406918296616,0.9375,3549.38,0.9293,80.39458333333333,0,1,0,RETRY_LATER,0.6727710230369917,2595.1830116383685,delayed retry has strong predicted recovery value; strong customer payment history,3858.94
EVT_00003602,ALTERNATIVE_PAYMENT,True,ALLOWED,0.694361,0,0.0,PAYMENT_FAILURE,2026-08-08 18:44:54,CUS_001380,MER_00136,14112.9,INR,UPI,MOBILE,FAILED,TIMEOUT,0,45.67,0,False,False,0,0,0,0.664361,825,32,28,4,0.875,4874.33,0.6105,87,UPI,TRAVEL,MEDIUM,1391.97,0.9802,0.0198,18,5,8,9.55491540637201,0.875,4874.33,0.9802,441.028125,1,0,0,RETRY_LATER,0.6142961213305154,8668.49973072543,delayed retry has strong predicted recovery value; high-value transaction; decision margin is narrow,14112.9
EVT_00006067,ALTERNATIVE_PAYMENT,True,ALLOWED,0.45503,1,7860.33,PAYMENT_FAILURE,2026-08-27 13:51:11,CUS_000505,MER_00158,7860.33,INR,UPI,MOBILE,FAILED,TIMEOUT,2,48.22,0,False,False,0,0,0,0.42503,432,5,4,1,0.8,4157.02,0.9678,77,UPI,SAAS,MEDIUM,23542.32,0.8428,0.1572,13,3,8,8.969711082304581,0.8,4157.02,0.8428,1572.066,0,0,1,ALTERNATIVE_PAYMENT,0.422636918724673,3317.065651359109,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,7860.33
EVT_00003869,ALTERNATIVE_PAYMENT,True,ALLOWED,0.394602,1,27035.33,PAYMENT_FAILURE,2026-08-08 18:27:02,CUS_001754,MER_00101,27035.33,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,2,36.45,0,False,False,0,0,0,0.214602,610,22,19,3,0.8636,20784.87,0.8098,54,CARD,FOOD_DELIVERY,SMALL,3940.25,0.8648,0.1352,18,5,8,10.204936796093378,0.8636,20784.87,0.8648,1228.8786363636364,1,0,1,RECOVERY_REMINDER,0.4323395098878909,11686.441321857394,reminder has strong predicted recovery value; multiple previous attempts reduce retry priority; high-value transaction; decision margin is narrow,0.0
EVT_00001751,ALTERNATIVE_PAYMENT,True,ALLOWED,0.550166,1,5230.72,PAYMENT_FAILURE,2026-08-17 23:07:55,CUS_000715,MER_00190,5230.72,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,2,68.82,0,False,False,0,0,0,0.520166,1382,41,38,3,0.9268,9723.93,0.4818,9,UPI,RETAIL,MEDIUM,2490.76,0.9915,0.0085,23,0,8,8.562495374885387,0.9268,9723.93,0.9915,127.57853658536585,0,1,1,ALTERNATIVE_PAYMENT,0.4447337523034034,2321.2777328484585,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority; strong customer payment history,5230.72
EVT_00002624,ALTERNATIVE_PAYMENT,True,ALLOWED,0.79613,1,3609.65,CHECKOUT_ABANDONMENT,2026-08-27 17:08:14,CUS_001158,MER_00199,3609.65,INR,UPI,DESKTOP,AT_RISK,,0,54.04,194,True,False,0,0,0,0.76613,1279,79,77,2,0.9747,6367.46,0.7912,71,NETBANKING,SAAS,SMALL,1416.06,0.9293,0.0707,17,3,8,8.19164309052056,0.9747,6367.46,0.9293,45.69177215189873,0,1,0,RECOVERY_REMINDER,0.9321552351041255,3362.7541443936066,reminder has strong predicted recovery value; strong customer payment history,3609.65
EVT_00005604,ALTERNATIVE_PAYMENT,True,ALLOWED,0.782152,1,4404.23,CHECKOUT_ABANDONMENT,2026-08-08 18:20:23,CUS_000719,MER_00142,4404.23,INR,CARD,DESKTOP,AT_RISK,,0,51.22,121,True,False,0,0,0,0.752152,376,46,43,3,0.9348,4523.77,0.8854,69,WALLET,RETAIL,MEDIUM,2317.11,0.8986,0.1014,18,5,8,8.390547750401078,0.9348,4523.77,0.8986,95.7441304347826,0,1,0,RECOVERY_REMINDER,0.947633257751208,4171.594822785602,reminder has strong predicted recovery value; strong customer payment history,4404.23
EVT_00008462,ALTERNATIVE_PAYMENT,True,ALLOWED,0.31687,1,4354.89,PAYMENT_FAILURE,2026-08-08 18:02:13,CUS_001121,MER_00139,4354.89,INR,NETBANKING,DESKTOP,FAILED,ISSUER_DECLINE,3,0.55,0,False,False,0,0,0,0.13687,50,50,41,9,0.82,5630.87,0.5829,55,CARD,FOOD_DELIVERY,SMALL,4070.36,0.9874,0.0126,18,5,8,8.379284231208748,0.82,5630.87,0.9874,87.0978,0,0,1,ALTERNATIVE_PAYMENT,0.3271461571054289,1419.6855281168612,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,4354.89
